generation,leftchild,rightchild,abstime,betainit,betashift
0,t40,t69,0,0.5,0
10,t40,t69,0,0.5,0
20,t40,t69,0,0.5,0
30,t40,t69,0,0.642151,0
40,t40,t69,0,0.642151,0
40,t92,t75,2.52082,4.75298,-0.245097
50,t40,t69,0,0.642151,0
50,t92,t75,2.52082,4.75298,-0.245097
60,t40,t69,0,0.642151,1.28457
60,t92,t75,2.52082,4.75298,-0.245097
70,t40,t69,0,0.642151,1.28457
70,t92,t75,2.52082,4.75298,-0.245097
80,t40,t69,0,0.642151,1.28457
80,t92,t75,2.52082,4.75298,-0.245097
90,t40,t69,0,0.642151,1.28457
90,t92,t75,2.52082,4.75298,-0.245097
100,t40,t69,0,0.642151,1.28457
100,t92,t75,2.52082,4.75298,-0.245097
110,t40,t69,0,0.642151,1.28457
110,t92,t75,2.52082,4.75298,-0.245097
120,t40,t69,0,0.642151,1.28457
120,t92,t75,2.52082,4.75298,-0.245097
130,t40,t69,0,0.642151,1.28457
130,t92,t75,2.54699,5.58239,-0.245097
140,t40,t69,0,0.642151,1.28457
140,t92,t75,2.54699,5.58239,-0.245097
150,t40,t69,0,0.642151,1.28457
150,t92,t75,2.54699,5.58239,-0.245097
160,t40,t69,0,0.642151,1.28457
160,t92,t75,2.55079,5.58239,-0.245097
170,t40,t69,0,0.642151,1.28457
170,t92,t75,2.56553,5.58239,-0.245097
180,t40,t69,0,0.642151,1.28457
180,t92,t75,2.56553,5.58239,-0.245097
190,t40,t69,0,0.642151,1.28457
190,t92,t75,2.56553,5.58239,-0.245097
200,t40,t69,0,0.683007,1.28457
200,t100,t92,2.49489,5.58239,-0.245097
210,t40,t69,0,0.683007,1.28457
210,t92,t75,2.52887,5.58239,-0.245097
220,t40,t69,0,0.683007,1.28457
220,t100,t66,2.47776,5.58239,-0.245097
230,t40,t69,0,0.683007,1.28457
230,t100,t66,2.47776,5.58239,-0.245097
240,t40,t69,0,0.683007,1.28457
240,t100,t66,2.47776,5.58239,-0.245097
250,t40,t69,0,0.683007,1.28457
250,t100,t66,2.47776,5.58239,-0.245097
260,t40,t69,0,0.683007,1.28457
260,t100,t66,2.47776,5.58239,-0.245097
270,t40,t69,0,0.683007,1.28457
270,t100,t66,2.47776,8.59332,-0.245097
280,t40,t69,0,0.683007,1.28457
280,t100,t66,2.47776,8.59332,-0.245097
290,t40,t69,0,0.683007,1.28457
