generation,leftchild,rightchild,abstime,betainit,betashift
0,t99,t74,0,0.5,0
10,t99,t74,0,0.5,0
20,t99,t74,0,0.5,0
20,t18,t69,2.55711,93.0764,-0.102464
30,t99,t74,0,0.5,0
30,t18,t69,2.55413,93.0764,-0.102464
40,t99,t74,0,0.5,0
40,t18,t69,2.55413,93.0764,-0.102464
40,t81,NA,2.89208,20.5358,-0.688278
50,t99,t74,0,0.5,0
50,t18,t69,2.55413,93.0764,-0.102464
50,t81,NA,2.89208,20.5358,-0.688278
60,t99,t74,0,0.5,0
60,t18,t69,2.55413,93.0764,-0.102464
60,t81,NA,2.89208,20.5358,-0.688278
70,t99,t74,0,0.5,0
70,t18,t69,2.55207,93.0764,-0.102464
70,t81,NA,2.89208,20.5358,-0.688278
80,t99,t74,0,0.5,0
80,t18,t69,2.55207,114.472,-0.102464
80,t81,NA,2.89208,20.5358,-0.688278
90,t99,t74,0,0.5,0
90,t18,t69,2.48502,114.472,-0.102464
90,t81,NA,2.89208,26.5102,-0.688278
100,t99,t74,0,0.56633,0
100,t18,t69,2.48502,114.472,-0.102464
100,t81,NA,2.89208,26.5102,-0.688278
110,t99,t74,0,0.56633,0
110,t18,t69,2.48502,114.472,-0.102464
110,t81,NA,2.83963,26.5102,-0.688278
110,t90,NA,2.8428,9.35508,0.135303
120,t99,t74,0,0.56633,0
120,t18,t69,2.48502,114.472,-0.102464
120,t81,NA,2.83963,26.5102,-0.688278
120,t90,NA,2.89464,9.35508,0.135303
130,t99,t74,0,0.56633,0
130,t18,t69,2.48502,114.472,-0.102464
130,t81,NA,2.83963,26.5102,-0.688278
130,t90,NA,2.89464,9.35508,0.135303
140,t99,t74,0,0.56633,0
140,t18,t69,2.48502,114.472,-0.102464
140,t81,NA,2.83963,26.5102,-0.688278
140,t90,NA,2.89464,9.35508,0.135303
150,t99,t74,0,0.56633,0
150,t18,t69,2.48502,114.472,-0.102464
150,t81,NA,2.83963,26.5102,-0.688278
150,t90,NA,2.89464,9.35508,0.135303
160,t99,t74,0,0.56633,0
160,t18,t69,2.48502,114.472,-0.102464
160,t81,NA,2.83963,26.5102,0.609291
160,t90,NA,2.89464,9.35508,0.135303
170,t99,t74,0,0.56633,0
170,t18,t69,2.52364,114.472,-0.102464
170,t81,NA,2.83963,26.5102,0.609291
170,t90,NA,2.89464,9.35508,0.135303
180,t99,t74,0,0.56633,0
180,t18,t69,2.52364,114.472,-0.102464
180,t81,NA,2.83963,26.5102,0.609291
180,t90,NA,2.89464,9.35508,0.203507
190,t99,t74,0,0.56633,0
190,t18,t69,2.52364,114.472,-0.102464
190,t81,NA,2.83963,26.5102,0.609291
190,t90,NA,2.89464,9.35508,-0.367067
200,t99,t74,0,0.56633,0
200,t18,t69,2.52364,114.472,-0.102464
200,t81,NA,2.83963,26.5102,0.609291
200,t90,NA,2.89464,13.9436,-0.367067
210,t99,t74,0,0.56633,0
210,t18,t69,2.52364,114.472,-0.102464
210,t81,NA,2.83963,26.5102,0.609291
210,t90,NA,2.89464,13.9436,-0.367067
220,t99,t74,0,0.56633,0
220,t18,t69,2.52364,114.472,-0.102464
220,t81,NA,2.83963,26.5102,0.609291
220,t90,NA,2.89464,13.9436,-0.367067
230,t99,t74,0,0.56633,0
230,t18,t69,2.52364,114.472,-0.102464
230,t81,NA,2.80411,26.5102,0.609291
230,t90,NA,2.89464,13.9436,-0.367067
240,t99,t74,0,0.56633,0
240,t18,t69,2.52364,114.472,-0.102464
240,t81,NA,2.80411,25.2714,0.609291
240,t90,NA,2.89464,13.9436,-0.367067
