generation,leftchild,rightchild,abstime,betainit,betashift
0,t41,t21,0,0.5,0
10,t41,t21,0,0.5,0
20,t41,t21,0,0.652255,0
30,t41,t21,0,0.652255,0
40,t41,t21,0,0.652255,1.03296
50,t41,t21,0,0.652255,1.03296
60,t41,t21,0,0.652255,1.03296
70,t41,t21,0,0.652255,1.03296
80,t41,t21,0,0.652255,1.03296
90,t41,t21,0,0.936395,1.03296
100,t41,t21,0,1.36,1.03296
110,t41,t21,0,1.36,1.03296
120,t41,t21,0,1.36,1.03296
130,t41,t21,0,1.70082,1.03296
140,t41,t21,0,1.70082,1.03296
150,t41,t21,0,1.70082,1.03296
160,t41,t21,0,1.70082,1.03296
170,t41,t21,0,1.70082,1.03296
180,t41,t21,0,1.70082,1.03296
190,t41,t21,0,1.70082,0.800701
200,t41,t21,0,1.70082,0.800701
210,t41,t21,0,1.17029,0.800701
220,t41,t21,0,1.52026,0.800701
230,t41,t21,0,1.52026,0.800701
240,t41,t21,0,1.52026,0.800701
240,t31,NA,2.44416,7.96152,0.244289
250,t41,t21,0,1.52026,0.800701
250,t31,NA,2.44416,7.96152,0.244289
260,t41,t21,0,1.52026,0.800701
260,t31,NA,2.44143,7.96152,0.244289
270,t41,t21,0,1.52026,0.800701
270,t31,NA,2.44396,7.96152,-0.318815
280,t41,t21,0,2.50395,0.800701
280,t31,NA,2.44396,7.96152,-0.318815
290,t41,t21,0,1.75899,0.800701
290,t31,NA,2.44396,7.96152,-0.318815
300,t41,t21,0,1.75899,0.800701
300,t31,NA,2.38387,13.0244,-0.318815
310,t41,t21,0,1.75899,0.800701
310,t31,NA,2.41277,13.0244,-0.318815
320,t41,t21,0,1.75899,0.800701
330,t41,t21,0,1.75899,0.800701
340,t41,t21,0,1.75899,0.800701
350,t41,t21,0,1.75899,0.800701
360,t41,t21,0,1.75899,0.800701
370,t41,t21,0,1.26126,0.800701
380,t41,t21,0,1.26126,0.800701
390,t41,t21,0,1.26126,0.800701
400,t41,t21,0,1.26126,0.800701
410,t41,t21,0,1.26126,0.800701
420,t41,t21,0,1.26126,1.08485
430,t41,t21,0,1.26126,1.08485
440,t41,t21,0,1.26126,1.08485
450,t41,t21,0,1.26126,1.08485
460,t41,t21,0,1.26126,1.08485
470,t41,t21,0,1.26126,1.08485
480,t41,t21,0,1.26126,1.08485
