generation,leftchild,rightchild,abstime,betainit,betashift
0,t69,t66,0,0.5,0
10,t69,t66,0,0.5,0
20,t69,t66,0,0.5,0
30,t69,t66,0,0.5,0
40,t69,t66,0,0.5,0
50,t69,t66,0,0.5,0
60,t69,t66,0,0.5,0
70,t69,t66,0,0.638871,0
70,t94,NA,2.85069,14.6879,0.0951334
80,t69,t66,0,0.835134,0
80,t94,NA,2.85069,14.6879,0.0951334
90,t69,t66,0,0.835134,0
90,t94,NA,2.85069,14.6879,0.0951334
100,t69,t66,0,0.835134,0
100,t94,NA,2.85069,14.6879,0.0951334
110,t69,t66,0,0.835134,0
110,t94,NA,2.85069,14.6879,0.0951334
120,t69,t66,0,0.835134,0
120,t94,NA,2.85069,14.6879,0.0951334
130,t69,t66,0,0.835134,0
130,t94,NA,2.85069,14.6879,0.0951334
140,t69,t66,0,0.835134,0
140,t94,NA,2.85069,14.6879,0.0951334
150,t69,t66,0,0.835134,0
150,t94,NA,2.85069,14.6879,0.0951334
160,t69,t66,0,0.983489,0
160,t94,NA,2.85069,14.6879,0.120565
170,t69,t66,0,0.983489,0.279924
170,t94,NA,2.85069,14.6879,0.120565
180,t69,t66,0,0.983489,0.279924
180,t94,NA,2.85069,14.6879,0.120565
190,t69,t66,0,0.983489,0.279924
190,t94,NA,2.85069,14.6879,0.120565
200,t69,t66,0,0.983489,0.279924
200,t94,NA,2.85069,9.29973,-0.238383
210,t69,t66,0,0.983489,0.279924
210,t94,NA,2.85069,9.29973,-0.238383
220,t69,t66,0,0.983489,0.279924
220,t94,NA,2.92031,9.29973,-0.238383
230,t69,t66,0,0.983489,0.279924
230,t94,NA,2.87073,9.29973,-0.238383
240,t69,t66,0,0.983489,0.279924
240,t94,NA,2.8092,9.29973,-0.238383
250,t69,t66,0,0.983489,0.279924
250,t94,NA,2.8092,9.29973,-0.238383
260,t69,t66,0,0.983489,0.279924
260,t59,t88,2.75246,9.29973,0.175265
270,t69,t66,0,0.983489,0.279924
270,t59,t88,2.75246,9.29973,0.175265
280,t69,t66,0,0.983489,0.279924
280,t59,t88,2.75246,9.29973,0.175265
290,t69,t66,0,0.983489,0.279924
290,t59,t88,2.75246,9.29973,0.175265
300,t69,t66,0,0.983489,0.279924
300,t59,t88,2.75246,9.29973,0.175265
310,t69,t66,0,0.983489,0.279924
310,t59,t88,2.75456,9.29973,0.175265
320,t69,t66,0,0.983489,0.279924
320,t59,t88,2.75456,9.29973,0.0830066
330,t69,t66,0,0.983489,0.279924
330,t59,t88,2.75456,9.29973,0.0830066
340,t69,t66,0,0.983489,0.279924
340,t59,t88,2.75456,9.29973,0.0830066
350,t69,t66,0,0.983489,0.279924
350,t59,t88,2.75456,9.29973,0.0830066
360,t69,t66,0,0.983489,0.279924
360,t59,t88,2.75456,9.29973,0.0830066
370,t69,t66,0,0.983489,0.279924
370,t59,t88,2.75456,9.29973,0.0925441
380,t69,t66,0,0.983489,0.279924
380,t59,t88,2.75456,9.29973,0.168678
390,t69,t66,0,0.983489,0.279924
390,t59,t88,2.75456,9.29973,0.168678
400,t69,t66,0,0.983489,0.279924
400,t59,t88,2.75456,9.29973,0.168678
410,t69,t66,0,0.82466,0.279924
410,t59,t88,2.73485,9.29973,0.168678
420,t69,t66,0,0.82466,0.279924
420,t59,t88,2.73485,9.29973,0.168678
420,t90,NA,2.63721,28.8551,0.0729726
430,t69,t66,0,0.82466,0.279924
430,t59,t88,2.73485,9.29973,0.168678
430,t90,NA,2.63721,20.7465,0.0729726
440,t69,t66,0,0.82466,0.279924
440,t59,t88,2.73485,9.29973,0.168678
440,t100,NA,2.30847,3.12715,0.0601625
440,t90,NA,2.63721,20.7465,0.0729726
450,t69,t66,0,0.82466,0.279924
450,t59,t88,2.73485,9.29973,0.168678
450,t100,NA,2.30847,3.12715,0.0601625
450,t90,NA,2.63721,20.7465,0.0729726
460,t69,t66,0,0.82466,0.279924
460,t59,t88,2.73485,7.68314,0.168678
460,t100,NA,2.30847,3.12715,0.0601625
460,t90,NA,2.63721,20.7465,0.0729726
470,t69,t66,0,0.82466,0.279924
470,t59,t88,2.73485,12.2104,0.168678
470,t100,NA,2.26076,3.12715,0.0601625
470,t90,NA,2.63721,20.7465,0.0729726
480,t69,t66,0,0.82466,0.279924
480,t59,t88,2.73485,12.2104,0.168678
480,t100,NA,2.26076,3.12715,0.0601625
480,t90,NA,2.63721,20.7465,0.0729726
490,t69,t66,0,0.82466,0.279924
490,t59,t88,2.73485,12.2104,0.168678
490,t100,NA,2.26076,3.12715,0.0601625
490,t90,NA,2.63721,20.7465,0.0729726
500,t69,t66,0,0.82466,0.279924
500,t59,t88,2.73485,12.2104,0.168678
500,t100,NA,2.26076,3.12715,0.0601625
500,t90,NA,2.63721,20.7465,0.0729726
510,t69,t66,0,0.82466,0.279924
510,t59,t88,2.73485,12.2104,0.168678
510,t100,NA,2.26076,3.12715,0.0601625
510,t90,NA,2.63721,20.7465,0.0729726
520,t69,t66,0,0.82466,0.279924
520,t59,t88,2.73485,12.2104,0.168678
520,t100,NA,2.26076,3.12715,0.0601625
520,t90,NA,2.63721,20.7465,0.0729726
530,t69,t66,0,0.82466,0.279924
530,t59,t88,2.73485,12.2104,0.168678
530,t100,NA,2.26076,3.12715,0.0601625
530,t90,NA,2.63721,20.7465,0.0729726
540,t69,t66,0,0.82466,0.279924
540,t59,t88,2.73485,12.2104,0.168678
540,t100,NA,2.26076,3.12715,0.0601625
540,t90,NA,2.63721,21.4081,0.0729726
550,t69,t66,0,0.82466,0.279924
550,t59,t88,2.73485,12.2104,0.168678
550,t100,NA,2.26076,3.12715,0.0601625
550,t90,NA,2.63721,21.4081,0.0729726
560,t69,t66,0,0.82466,0.279924
560,t59,t88,2.73485,12.2104,0.168678
560,t100,NA,2.26076,1.90194,0.0601625
560,t90,NA,2.63721,21.4081,0.0729726
570,t69,t66,0,0.82466,0.279924
570,t59,t88,2.73485,12.2104,0.168678
570,t100,NA,2.26076,1.90194,0.0601625
570,t90,NA,2.63721,21.4081,0.0729726
580,t69,t66,0,0.82466,0.279924
580,t59,t88,2.73485,12.2104,0.168678
580,t100,NA,2.26076,1.90194,0.0601625
580,t90,NA,2.63721,21.4081,0.0729726
590,t69,t66,0,0.82466,0.279924
590,t59,t88,2.73485,12.2104,0.168678
600,t69,t66,0,0.82466,0.279924
600,t59,t88,2.73485,12.2104,0.168678
610,t69,t66,0,0.82466,0.405301
610,t59,t88,2.73485,12.2104,0.168678
620,t69,t66,0,0.82466,0.405301
620,t59,t88,2.73485,12.2104,0.168678
630,t69,t66,0,0.82466,0.405301
630,t59,t88,2.73485,12.2104,0.168678
640,t69,t66,0,0.82466,0.405301
640,t59,t88,2.73485,12.2104,0.168678
650,t69,t66,0,0.82466,0.405301
650,t59,t88,2.73485,12.2104,0.168678
660,t69,t66,0,0.82466,0.405301
660,t59,t88,2.73485,12.2104,0.168678
670,t69,t66,0,0.82466,0.405301
670,t59,t88,2.73485,12.2104,0.168678
680,t69,t66,0,0.82466,0.405301
680,t59,t88,2.73485,15.2792,0.168678
690,t69,t66,0,0.82466,0.405301
690,t38,NA,2.99892,7.83159,0.363553
690,t59,t88,2.73485,15.2792,0.168678
700,t69,t66,0,0.82466,0.405301
700,t59,t88,2.73485,15.2792,0.168678
710,t69,t66,0,0.82466,0.405301
710,t59,t88,2.73485,15.2792,0.168678
720,t69,t66,0,0.82466,0.405301
720,t59,t88,2.73485,15.2792,0.168678
730,t69,t66,0,0.82466,0.405301
730,t59,t88,2.73485,15.2792,0.168678
740,t69,t66,0,0.82466,0.405301
740,t59,t88,2.73485,15.2792,0.168678
750,t69,t66,0,0.82466,0.405301
750,t59,t88,2.73485,15.2792,0.168678
760,t69,t66,0,0.82466,0.405301
