generation,leftchild,rightchild,abstime,betainit,betashift
0,t318,t153,0,0.664191,0
10,t318,t153,0,0.664191,0
10,t161,NA,5.30686,11.1312,0.304597
20,t318,t153,0,0.664191,0
20,t161,NA,5.30686,15.1044,0.304597
30,t318,t153,0,0.664191,0
30,t161,NA,5.30686,15.1044,0.304597
40,t318,t153,0,0.664191,0
40,t161,NA,5.30686,15.1044,0.304597
50,t318,t153,0,0.664191,0
50,t161,NA,5.30686,15.1044,0.304597
60,t318,t153,0,0.664191,0
60,t161,NA,5.34289,15.1044,0.304597
70,t318,t153,0,0.664191,0
80,t318,t153,0,0.664191,0.160333
90,t318,t153,0,0.664191,0.160333
100,t318,t153,0,0.664191,0.160333
110,t318,t153,0,0.664191,1.46679
120,t318,t153,0,0.716528,1.42443
130,t318,t153,0,0.716528,1.42443
140,t318,t153,0,0.716528,1.29146
150,t318,t153,0,0.716528,1.29146
160,t318,t153,0,0.764331,1.29146
170,t318,t153,0,0.764331,1.29146
180,t318,t153,0,0.764331,1.29146
190,t318,t153,0,0.764331,1.29146
200,t318,t153,0,0.764331,1.29146
210,t318,t153,0,1.83326,1.29146
220,t318,t153,0,1.83326,1.29146
230,t318,t153,0,1.83326,1.29146
240,t318,t153,0,1.39489,1.29146
250,t318,t153,0,1.39489,1.29146
260,t318,t153,0,1.39489,1.29146
270,t318,t153,0,1.39489,1.29146
280,t318,t153,0,1.39489,1.29146
290,t318,t153,0,1.39489,1.29146
300,t318,t153,0,1.39489,0.79742
310,t318,t153,0,1.59945,0.79742
310,t274,t342,4.61261,8.21315,0.00788346
320,t318,t153,0,1.59945,0.79742
320,t274,t342,4.61261,8.21315,0.00788346
330,t318,t153,0,1.59945,0.79742
330,t274,t342,4.61261,8.21315,0.00788346
340,t318,t153,0,1.59945,0.79742
350,t318,t153,0,1.59945,0.79742
360,t318,t153,0,1.59945,0.79742
370,t318,t153,0,1.59945,0.79742
380,t318,t153,0,1.59945,0.79742
390,t318,t153,0,1.42726,0.79742
400,t318,t153,0,1.42726,0.79742
410,t318,t153,0,1.42726,0.79742
420,t318,t153,0,1.42726,0.598991
430,t318,t153,0,1.42726,0.598991
440,t318,t153,0,1.42726,0.598991
450,t318,t153,0,1.42726,0.598991
460,t318,t153,0,1.42726,0.598991
470,t318,t153,0,1.42726,0.598991
480,t318,t153,0,1.42726,0.598991
490,t318,t153,0,1.42726,0.598991
500,t318,t153,0,1.42726,0.598991
510,t318,t153,0,1.42726,0.598991
520,t318,t153,0,1.42726,0.598991
530,t318,t153,0,1.42726,0.598991
540,t318,t153,0,1.42726,0.598991
550,t318,t153,0,1.42726,0.598991
560,t318,t153,0,1.42726,0.598991
570,t318,t153,0,1.42726,0.598991
580,t318,t153,0,1.42726,0.598991
590,t318,t153,0,1.42726,0.598991
600,t318,t153,0,1.42726,0.598991
610,t318,t153,0,1.42726,0.598991
620,t318,t153,0,1.42726,0.598991
630,t318,t153,0,1.42726,0.598991
640,t318,t153,0,1.42726,0.598991
650,t318,t153,0,1.42726,0.598991
660,t318,t153,0,1.42726,0.598991
670,t318,t153,0,1.42726,0.598991
680,t318,t153,0,1.42726,0.598991
690,t318,t153,0,1.42726,0.598991
700,t318,t153,0,1.42726,0.293068
710,t318,t153,0,1.42726,0.293068
720,t318,t153,0,1.49866,0.293068
730,t318,t153,0,1.49866,0.293068
740,t318,t153,0,1.52919,0.293068
750,t318,t153,0,1.52919,0.293068
760,t318,t153,0,1.52919,0.293068
770,t318,t153,0,1.52919,0.293068
780,t318,t153,0,1.52919,0.293068
780,t280,t392,3.22259,2.2497,0.0141515
790,t318,t153,0,1.52919,0.293068
790,t280,t392,3.22259,2.2497,0.0141515
800,t318,t153,0,1.52919,0.293068
800,t280,t392,3.22259,2.2497,0.0141515
810,t318,t153,0,1.52919,0.293068
810,t280,t209,3.30897,2.2497,0.0141515
820,t318,t153,0,1.52919,0.293068
820,t280,t209,3.30897,1.98381,0.0141515
830,t318,t153,0,1.52919,0.293068
830,t280,t209,3.30897,1.98381,0.0141515
840,t318,t153,0,1.52919,0.237237
840,t280,t209,3.30897,1.98381,0.0141515
850,t318,t153,0,1.52919,0.237237
860,t318,t153,0,1.52919,0.237237
870,t318,t153,0,1.52919,0.237237
880,t318,t153,0,1.52919,0.237237
890,t318,t153,0,1.52919,0.237237
900,t318,t153,0,1.52919,0.237237
910,t318,t153,0,1.52919,0.237237
920,t318,t153,0,1.52919,0.237237
930,t318,t153,0,1.52919,0.237237
940,t318,t153,0,1.52919,0.237237
950,t318,t153,0,1.52919,0.237237
960,t318,t153,0,1.52919,0.237237
970,t318,t153,0,1.52919,0.473579
980,t318,t153,0,1.52919,0.473579
990,t318,t153,0,1.52919,0.473579
1000,t318,t153,0,1.82773,0.669161
1000,t14,t393,4.25949,7.77677,0.258973
1000,t377,t32,2.09891,2.81109,-0.284075
1000,t200,t28,4.41313,7.94948,-0.157825
1010,t318,t153,0,1.82773,0.669161
1010,t14,t393,4.25949,7.77677,0.258973
1010,t302,NA,5.26694,19.5658,0.247147
1010,t377,t32,2.09891,2.81109,-0.284075
1010,t200,t28,4.41313,7.94948,-0.157825
1020,t318,t153,0,1.82773,0.669161
1020,t14,t393,4.25949,7.77677,0.258973
1020,t377,t32,2.09891,2.81109,-0.284075
1020,t200,t28,4.41313,7.94948,-0.157825
1030,t318,t153,0,1.82773,0.669161
1030,t14,t393,4.31451,7.77677,0.258973
1030,t377,t32,2.09891,2.81109,-0.284075
1040,t318,t153,0,1.82773,0.669161
1040,t14,t393,4.31451,7.77677,0.258973
1040,t377,t32,2.09891,2.81109,-0.284075
1050,t318,t153,0,1.82773,0.669161
1050,t14,t393,4.31451,7.77677,0.258973
1050,t377,t32,2.22295,2.81109,-0.284075
1060,t318,t153,0,1.82773,0.669161
1060,t14,t393,4.31451,7.77677,0.258973
1060,t377,t32,2.22295,2.81109,-0.284075
1070,t318,t153,0,1.82773,0.669161
1070,t14,t393,4.31451,7.77677,0.258973
1070,t377,t32,2.22295,2.81109,-0.284075
1080,t318,t153,0,1.82773,0.669161
