generation,leftchild,rightchild,abstime,betainit,betashift
0,t273,t359,0,0.5,0
10,t273,t359,0,0.73395,0
20,t273,t359,0,0.73395,1.55253
30,t273,t359,0,1.08408,1.55253
40,t273,t359,0,1.08408,1.55253
50,t273,t359,0,1.11588,1.55253
60,t273,t359,0,1.11588,1.55253
70,t273,t359,0,1.38858,1.41903
80,t273,t359,0,1.38858,1.41903
90,t273,t359,0,1.38858,1.41903
100,t273,t359,0,1.38858,1.41903
110,t273,t359,0,1.38858,1.24939
120,t273,t359,0,1.38858,1.24939
130,t273,t359,0,1.38858,1.24939
140,t273,t359,0,1.69583,1.24939
150,t273,t359,0,1.69583,1.24939
150,t101,NA,5.74219,13.3888,-0.0136769
160,t273,t359,0,1.69583,1.24939
160,t101,NA,5.74219,13.3888,-0.215413
170,t273,t359,0,1.69583,1.24939
170,t101,NA,5.71279,13.3888,-0.215413
180,t273,t359,0,1.69583,0.793709
180,t101,NA,5.71279,13.3888,-0.215413
190,t273,t359,0,1.69583,0.793709
190,t101,NA,5.74101,13.3888,-0.215413
200,t273,t359,0,1.69583,0.793709
200,t101,NA,5.74101,13.3888,-0.215413
210,t273,t359,0,1.69583,0.793709
220,t273,t359,0,1.69583,0.793709
230,t273,t359,0,1.69583,0.793709
240,t273,t359,0,1.69583,0.793709
240,t247,t367,4.8383,8.49522,0.0266556
250,t273,t359,0,1.69583,0.793709
250,t247,t367,4.8383,8.49522,0.0266556
260,t273,t359,0,1.69583,0.793709
260,t247,t367,4.9666,8.49522,0.0266556
270,t273,t359,0,1.69583,0.793709
270,t247,t367,4.9666,8.49522,0.0266556
280,t273,t359,0,1.69583,0.793709
280,t247,t367,4.7838,8.49522,0.0266556
290,t273,t359,0,1.69583,0.793709
290,t247,t367,4.78816,8.49522,0.0266556
300,t273,t359,0,1.69583,0.793709
300,t247,t367,4.78816,8.49522,0.0266556
310,t273,t359,0,1.69583,0.793709
310,t247,t367,4.68683,8.49522,0.0266556
320,t273,t359,0,1.69583,0.793709
320,t247,t367,4.68683,8.49522,0.218788
330,t273,t359,0,2.15238,0.793709
330,t247,t367,4.68683,8.49522,0.218788
340,t273,t359,0,2.15238,0.793709
340,t247,t367,4.68683,8.49522,0.218788
350,t273,t359,0,2.33922,0.793709
350,t247,t367,4.68683,9.70325,0.218788
360,t273,t359,0,2.33922,0.793709
360,t247,t367,4.54625,8.48623,0.218788
370,t273,t359,0,2.33922,0.793709
370,t247,t367,4.54625,8.48623,0.218788
380,t273,t359,0,3.58276,0.793709
380,t247,t367,4.49312,8.48623,0.218788
390,t273,t359,0,3.58276,0.793709
390,t247,t367,4.58523,8.48623,0.218788
400,t273,t359,0,2.62587,0.793709
400,t247,t367,4.58523,8.48623,0.218788
410,t273,t359,0,2.62587,0.793709
410,t247,t367,4.57155,8.48623,0.218788
420,t273,t359,0,2.62587,0.793709
420,t247,t367,4.57155,11.3559,0.218788
430,t273,t359,0,2.62587,0.793709
430,t247,t367,4.57155,11.3559,0.218788
440,t273,t359,0,2.79541,0.793709
440,t247,t367,4.57155,11.3559,0.218788
450,t273,t359,0,2.79541,0.793709
450,t247,t367,4.57155,11.3559,0.218788
460,t273,t359,0,2.79541,0.793709
460,t247,t367,4.57155,11.3559,0.18599
470,t273,t359,0,2.79541,0.793709
470,t247,t367,4.57155,11.3559,0.18599
480,t273,t359,0,2.79541,0.793709
480,t247,t367,4.57155,11.3559,0.18599
490,t273,t359,0,2.79541,0.793709
490,t247,t367,4.57155,11.3559,0.18599
500,t273,t359,0,2.79541,0.793709
500,t247,t367,4.57155,10.532,0.18599
510,t273,t359,0,2.79541,0.793709
510,t247,t367,4.57155,10.8463,0.18599
520,t273,t359,0,2.79541,0.793709
520,t247,t367,4.57155,10.8463,0.18599
530,t273,t359,0,2.79541,0.793709
530,t247,t367,4.57155,10.8463,0.18599
540,t273,t359,0,2.79541,0.793709
540,t273,t399,2.6862,1.17415,-0.0883914
540,t247,t367,4.57155,10.8463,0.18599
550,t273,t359,0,2.79541,0.793709
550,t273,t399,2.6862,1.17415,-0.0883914
550,t247,t367,4.57155,10.8463,0.18599
560,t273,t359,0,2.79541,0.793709
560,t273,t399,2.6862,1.17415,-0.0883914
560,t247,t367,4.57155,10.8463,0.18599
570,t273,t359,0,2.79541,0.793709
570,t273,t399,2.6862,1.17415,-0.0883914
570,t247,t367,4.57155,10.8463,0.18599
580,t273,t359,0,2.79541,0.793709
580,t273,t399,2.6862,1.17415,-0.0883914
580,t247,t367,4.57155,10.8463,0.18599
590,t273,t359,0,2.79541,0.793709
590,t273,t399,2.6862,1.17415,-0.0883914
590,t247,t367,4.57155,10.8463,0.18599
600,t273,t359,0,2.79541,0.793709
600,t273,t399,2.6862,1.17415,-0.0883914
600,t247,t367,4.57155,10.8463,0.18599
610,t273,t359,0,2.79541,0.793709
610,t273,t399,2.6862,1.17415,-0.0883914
610,t247,t367,4.57155,10.8463,0.18599
620,t273,t359,0,2.79541,0.793709
620,t273,t399,2.6862,1.17415,-0.0883914
620,t247,t367,4.57155,10.8463,0.18599
630,t273,t359,0,2.79541,0.886423
630,t273,t399,2.6862,1.17415,-0.0883914
630,t247,t367,4.57155,10.8463,0.18599
640,t273,t359,0,2.79541,0.886423
640,t273,t399,2.6862,1.17415,-0.0883914
640,t247,t367,4.57155,17.8388,0.18599
650,t273,t359,0,3.90004,0.886423
650,t273,t399,2.6862,1.17415,-0.0883914
650,t247,t367,4.57155,17.8388,0.18599
660,t273,t359,0,3.90004,0.886423
660,t273,t399,2.6862,1.17415,-0.0883914
