R UCI.95
NA NA
0.976633747149912 1.02965236713139
1.0232705731759 1.02999756452265
1.070681544058 1.16204084596163
1.01640539492217 1.09706860950327
0.991003821295762 0.992560433396865
1.00800725756212 1.00832877578789
1.06526322569075 1.27936683780301
1.06153520384672 1.2333566753372
1.04125580358131 1.12445210658863
1.03039348342492 1.11970007087873
1.0339257822221 1.14100333835424
1.12994491914273 1.4734623913091
1.00152024777442 1.02105691986373
1.02487463657055 1.06131762625424
1.0110227237498 1.01290658344478
1.01800210620977 1.01800776464143
1.0299507015101 1.0327618465642
1.03028049507389 1.04181214724592
1.01224774523392 1.05202813941665
1.01425388468884 1.05654913325679
1.02476724068749 1.10556216728829
1.01314023277889 1.04650780455443
1.02121600992565 1.08805202231927
1.03610528242814 1.16193514108122
1.0390902363245 1.17139268314159
1.01038141026689 1.05593630066846
1.01229945237579 1.06439559372103
1.11140268255773 1.35654968753674
1.0886700218686 1.27938884316744
1.03733311690205 1.12306821678643
1.01392253212062 1.05472440430133
1.02822392711636 1.09131440453648
1.01017803687143 1.0293126065734
1.03914881315782 1.09630060724604
1.04457026438978 1.11449395262702
1.05556094830077 1.14336231800249
1.05466024204359 1.13807008438328
1.04208567918674 1.09969664439308
1.03804970826516 1.09056723254228
1.04214092470529 1.10646851720983
1.02969347552428 1.07148104277369
1.02531460866456 1.04492001371931
1.02692424712287 1.0540731392142
1.03478056389268 1.07864586751545
1.03231396483633 1.06998447409046
1.03180477311331 1.06596301465589
1.0347254562824 1.07729398165686
1.03466460324962 1.07960034897011
1.03390879174545 1.07783564629922
