R UCI.95
NA NA
0.977095090680008 1.06808315637913
2.01285616192833 4.69754892503968
1.21561277312035 1.7948764996718
1.01463116531883 1.0203342472833
1.09899708880457 1.21240644027136
1.26033201555468 2.01604117346572
1.40414756797342 2.56672048291851
1.43180682739835 2.81758245680755
1.28285745259676 2.03496590214732
1.00955473877072 1.03890747833213
1.00285358773394 1.00515170235251
1.00209386813561 1.01559365939275
1.00616364519921 1.04401573022135
1.00682126975186 1.03462026714575
1.00433707340163 1.02871128076729
1.01596420032746 1.04659013975462
1.00835623875126 1.02328755758599
1.0030271921825 1.00387640942639
1.01807107169917 1.08959462694405
1.00594438396763 1.03382324732984
1.00455742205941 1.02639563275377
1.01175704684734 1.05992037919327
1.05411099910955 1.20594017570918
1.05711096811993 1.21227268103425
1.04797896849314 1.17544936919389
1.04710384172512 1.12401823847863
1.04245941994815 1.09224180713097
1.01525297381551 1.01780658755553
1.00005963235116 1.00033160687226
1.0007325376556 1.0040444657505
1.00000261690781 1.00025097175832
0.99992673801536 1.00410472282748
1.00322431132244 1.02081646414125
1.00425894929495 1.02626479749668
1.00710984509254 1.03966396911411
1.00479603648862 1.02816453240676
1.00152787587646 1.01269040844934
1.00021233137182 1.00630356618741
0.998736833626541 0.998790690540438
0.999020650533012 1.00006210066893
1.00135363117673 1.01067008380156
1.00273096657876 1.01745464580522
1.00013697916833 1.00527220774607
0.999998642092699 1.00447837306867
0.99932412251459 0.999858529936518
0.999252100708217 0.999302650780704
1.00027846038337 1.00430078864155
1.00081790692472 1.00821202893647
1.00165726870158 1.01200867232427
