R UCI.95
NA NA
3.21746856572682 13.1435311916512
1.07474464854727 1.20112230573866
1.03806424548569 1.20261885335266
1.04261500059252 1.20997264349114
1.23183065352713 1.78002721847537
1.03324190125914 1.16716503544499
1.01466762634118 1.0909689507462
0.999736856468765 1.00354346312006
1.01556838636541 1.05075817260958
1.0040223383105 1.021570438126
1.02229092654728 1.11005221037356
1.00645130151482 1.01396618896649
1.01032942448495 1.04725733439977
1.02709550743605 1.10660572228609
1.03196526186089 1.14345851313838
1.02364151019404 1.1154543935026
1.07332437533306 1.29714000771507
1.05490710931444 1.21932905561661
1.0169500409479 1.04189834099129
1.01223475275121 1.0294296329592
1.02489544361184 1.08616531479172
1.04262824519876 1.16456391595295
1.01207656470934 1.02734583108195
1.00038250189466 1.00039527990809
1.00291968996241 1.00307169940206
1.00641567692675 1.00750210347085
1.00221459163257 1.00369226701757
1.0053275864573 1.00532791712083
1.00082107637144 1.00957896054361
0.99853949765048 0.998558429087047
1.00147400878232 1.00342637520717
0.999853470182631 1.00117447681143
1.00445523673496 1.02022527798593
1.01041358039218 1.04970905309736
1.01646931602003 1.07934351989865
1.02042679636041 1.09362754949909
1.01086350928023 1.04490725364765
1.00804816683653 1.02614919216287
1.00417721178512 1.01142850900136
1.00220191828676 1.00225581185199
1.00141014117437 1.00680112560111
1.00301097243011 1.00668133434552
1.00551304774756 1.00551445367107
1.0036758841649 1.00415192651009
1.00693971289889 1.01850374049733
1.02440364030952 1.07555630808367
1.02970315698595 1.09241616483099
1.03684227008482 1.12389007588331
1.03647715868898 1.11684264437683
