R UCI.95
NA NA
1.36107141706279 2.90481926376134
1.34715020746151 2.10584421258376
1.09351179456508 1.19162046544614
1.10139291959991 1.38024115772619
1.02916982717201 1.10086470343987
1.02310061038725 1.06842800927406
1.07530935713193 1.23528460274286
1.06235166029583 1.18662726922152
1.15941705296683 1.55076534285599
0.996110985193572 0.998491316152375
1.01750818332609 1.03250872685776
1.19097830115146 1.61279219184079
1.17845915433262 1.5350912618231
1.16013150006016 1.42036958236907
1.1346336247574 1.22945571508957
1.03900094609733 1.04178783170865
1.04557804191958 1.11684867109161
1.04248889289743 1.10996844260823
1.02268213185747 1.03746265859027
1.01912607089049 1.025661800298
1.03809182943682 1.03825064112943
1.02744868923551 1.02867571872747
1.01847854586334 1.02786926192332
1.03547797362685 1.1382284706282
1.03387065602567 1.13196943708963
1.02439290799944 1.09215920953666
1.01453464039008 1.07028120195524
1.00788035291605 1.03860981000173
1.06947862775747 1.19914978349659
1.05011094888199 1.12900772702595
1.0211061634812 1.03994793006202
1.04070603890071 1.08718611921168
1.03138375179851 1.04960544658673
1.01902453075744 1.02612931509365
1.01092995563616 1.01126963012469
1.00983464632092 1.01083561707855
1.01376587751858 1.015936149636
1.01603403673186 1.02349515470255
1.01175250114393 1.04227511449489
1.01320299587639 1.04811890344892
1.01556654438804 1.03059290411478
1.03177437394461 1.03284754773688
1.02973172178472 1.03296828988713
1.02872790839025 1.03123251950571
1.02856724506717 1.03266808467507
1.03620835014179 1.06186378114696
1.04213400635811 1.08363397493151
1.04077016746899 1.08403138890189
1.04448729590381 1.09403785518664
