R UCI.95
NA NA
1.04306527703076 1.23179521178595
1.26174313747751 2.30299316765742
1.18042672340874 1.57980893278114
1.88002936153055 6.8696114061933
1.30437484000124 2.29700837287786
1.25143548938125 2.03549947355016
0.994310616215226 1.00017713844686
1.10508195279526 1.33736434041415
1.06532376534554 1.12129408590198
1.01142535501385 1.01160818626612
1.03745726317674 1.08732057642058
1.06721395590482 1.22551846758337
1.00066521888848 1.01565051201497
0.997525481441003 1.00003881256602
1.00645993966021 1.01767826748887
0.997755580680221 0.998908158142846
1.00472126461639 1.01122699510535
1.01633338628576 1.05236040072497
1.03275703423136 1.10417501497406
1.04441156627554 1.15306885736114
1.10844848458151 1.33787855433378
1.07905910879108 1.2308377632341
1.07180707117735 1.22208744630747
1.07917600723964 1.23794561971276
1.11330083750812 1.38469981668187
1.10003533678264 1.30432147400707
1.069258567406 1.15648299296075
1.0597918842342 1.11429113798118
1.04952668526765 1.07929725878094
1.04009230775141 1.04383447814207
1.00264427609744 1.00267242975663
1.01914314808385 1.03102130678336
1.01878915125557 1.02947487775475
1.01661979182848 1.02190408294786
1.0183670094236 1.02169090302882
1.01912532067732 1.02118361796818
1.01627784942516 1.01712439789701
1.02617624398964 1.03846546954313
1.03021163844083 1.0469720090548
1.02801563306974 1.03762754793807
1.01196226260903 1.01481807182166
1.01141112778541 1.01161977070322
1.01055218822722 1.01065381001936
1.01888295310463 1.01929709662054
1.02822997273726 1.03220512887211
1.02301897277788 1.02306953076634
1.02198560289608 1.02367901555242
1.0290836917952 1.0337385569744
1.04677879049846 1.06427593208051
