R UCI.95
NA NA
1.28856037281275 1.98886142292897
1.1451078190973 1.19187228040873
1.35986164924344 2.44933451407738
1.03854070980701 1.17069275343222
1.12144305263185 1.36668839706152
1.07079370182157 1.17392638129864
1.04577758194654 1.12939094885482
1.12842164417793 1.46057292934342
1.14503618213269 1.52378571461823
1.0183852245591 1.02261616615362
1.01531184564429 1.03135899415076
1.04342082343611 1.17844041167509
1.08700419173165 1.34308853861911
1.03601250776913 1.16596781759328
1.02527589138484 1.1229790499373
1.0051500954995 1.01013562921347
1.0149992169891 1.02487585281747
1.00165597261752 1.00165684448541
1.00925260089897 1.03428250293243
1.02062009578092 1.05328659016948
1.02035029929636 1.0678724249464
1.01202203874372 1.02705018044236
1.02078938748639 1.0377264835047
1.02919999108794 1.08237637688698
1.00885530592064 1.01409615057487
1.04558023512194 1.11205131002626
1.02874028281683 1.05188941401242
1.00967894435381 1.01704556836836
0.998371676741258 0.99845607267193
0.998462673530254 0.998952602048239
1.0010450646439 1.01074549516842
1.00558215922179 1.03249401836454
1.0094255420825 1.04951981869361
1.01108787720556 1.05734138314462
1.01218366792179 1.06083440449914
1.0099037491172 1.04880757676365
1.01773677561013 1.08414033014328
1.02187819449824 1.1020322051536
1.02123218529546 1.10056684287814
1.02242985981707 1.10475343619903
1.02163217168258 1.09951689663507
1.02278388060458 1.10443353935441
1.01985326033876 1.09412584353334
1.0263815937266 1.12116737727603
1.06140253504937 1.20949365361963
1.04936372094914 1.16813775353095
1.05329241377566 1.17057679080417
1.0365520479727 1.10907688285302
1.03557828863337 1.10548601470221
