R UCI.95
NA NA
1.55140365347127 3.12506460259519
1.06398496010332 1.24612884260976
2.03809711596687 3.86619443475491
1.64217837730622 2.88319337787158
1.22906224550901 1.84216174325704
1.0067706358111 1.04546320513923
0.996506644654275 0.996860679567061
1.00538166157436 1.04870526859543
1.0131277670229 1.07883045119499
1.0235985410621 1.12233447748042
1.00927836349703 1.04004172450365
1.02655283550012 1.08769121961497
1.04470184625449 1.14716382762327
1.08702858737311 1.23390286932311
1.10827208456855 1.36526002445628
1.09124939273169 1.31597064036425
1.07843099121056 1.24829927518531
1.04345816203377 1.1567223219379
1.05358148640522 1.20361556052772
1.02846538674646 1.11254882778346
1.01835578422769 1.07318485475508
1.00409904151485 1.01690469358147
1.00952467464408 1.0510161838703
1.00383467981825 1.02186905892429
1.00911300261234 1.04138740608325
1.00447904789937 1.02108937696396
1.01372309574095 1.05531746035115
1.01007271942509 1.0106317331178
1.01004067343842 1.01005407016699
1.00691165094772 1.00713507806869
1.00397992357702 1.00425810425168
1.00579067993678 1.00601061564388
1.01226685233809 1.012439262868
1.01410110530053 1.01750610718527
1.01213288658226 1.0155385341901
1.01458819828821 1.01624185230739
1.0127483374454 1.01420571139884
1.01172693270156 1.01212116787244
1.01072944305833 1.01077714522988
1.01246968903427 1.01268953006585
1.01061334323071 1.01064531761917
1.00952355113296 1.01060119231583
1.00796227977616 1.01080811207319
1.00983896621752 1.01799876528756
1.01173429771595 1.03300885017283
1.01447600940057 1.04639737471028
1.00574090677434 1.02266800122699
1.0042231369166 1.01347296124408
1.00780781011355 1.02706001366493
