R UCI.95
NA NA
1.13455272497522 1.60291892534455
2.48149097427768 6.76369252109988
1.37382298417873 2.19854527297315
1.393208906092 3.09126909818129
1.77630877367729 5.41434685927115
1.6819783189618 4.904468731176
1.30326022978659 2.20502898492994
1.04313589624277 1.13397372797701
1.01185242779569 1.07087811701735
1.41546996865026 3.41117892094663
1.54809263855406 3.88006344305175
1.51552353691778 3.43414809677538
1.51781099346815 3.44906550353394
1.3539121456414 2.43646623097046
1.31970709170282 2.32282045584901
1.24377565626478 1.96952104465391
1.24061390544541 1.94489054398568
1.21886164110547 1.8359460326323
1.08104482083309 1.25476459144808
1.02218128282244 1.0562805774891
1.00449350835581 1.00694771624537
1.00014915218689 1.00460353225172
1.00389734240679 1.01952093808954
1.00987346082377 1.0512536209937
0.999185309449021 0.999196930662226
0.998410303335675 0.998488863502698
1.00406887094644 1.00940842385757
1.0086086161934 1.02597485328815
1.01565457250607 1.04499123968467
1.01889125116717 1.03109844552611
1.01062568099347 1.03086613680314
1.01035526610875 1.01829335217512
1.01667863547112 1.0433421234522
1.01834304225599 1.05638398784547
1.03418366624923 1.03423232389508
1.09069900367829 1.12114214808117
1.1609190799327 1.36011770902919
1.1747506491631 1.50678113844007
1.17437378317941 1.50118431828562
1.15641036935711 1.399995215429
1.08544556627657 1.15762641184153
1.08659810786667 1.17019081379044
1.08377959324815 1.17400760393458
1.0824788069638 1.15626416299676
1.08192057706204 1.16372555012384
1.0941480982012 1.22014998741464
1.08878658620044 1.2204297252907
1.09772923148876 1.2566219847401
1.11772504181525 1.35052441414658
