R UCI.95
NA NA
1.46129512128903 2.67602260713066
1.22254339749486 1.83114395459969
1.15714470217914 1.60060242995846
1.31949707679042 2.33670486174185
1.69380467822956 3.91237418980106
1.30913570026943 2.23002269281173
1.16875703462214 1.59984127364953
1.02321021569294 1.08088866128996
0.996732843356032 1.00306007768627
1.32780932906447 2.62293198630284
1.4304211658411 3.20273114004826
1.41393536179734 3.04586158581704
1.37009743247859 2.82467118613555
1.21828769619014 1.83799906832618
1.2708550808082 2.11145450107066
1.30203311656237 2.27428270163017
1.24502336071468 1.96492298563654
1.19812236452089 1.72418934160067
1.12829198943481 1.36404059020446
1.0978064601386 1.25172158532214
1.06292786910276 1.12574942997751
1.01063607399397 1.0249589740854
1.01156707347329 1.02750548266116
1.00861579058253 1.02048157003759
1.00805400563668 1.01918347685854
1.00614257893315 1.0120639757811
1.01546659780534 1.04085057268159
1.04307003794075 1.11985985102057
1.04558695937272 1.13570424925968
1.02222034720247 1.07113292316427
1.00503071326626 1.01569499076532
1.00693375365196 1.02925462988692
1.02119322069911 1.0698492740352
1.05174626463692 1.1717298271622
1.08467863903884 1.29223209832555
1.16356736195185 1.5807872419797
1.24590677929994 1.93462055303068
1.22579696395855 1.83815369551826
1.24224971476992 1.89707631448778
1.22375052720314 1.81360202434263
1.14331399359832 1.5090974869625
1.10981467265207 1.39784561032167
1.08242597450675 1.30028918302116
1.10915391938114 1.38011633002863
1.0968226650811 1.33863990618767
1.11115428190083 1.39584295855004
1.09238381286584 1.3289603203612
1.11397714120401 1.40623201998869
1.13352718274667 1.47588729296792
