R UCI.95
NA NA
0.96505342982955 0.965625121845195
1.10842114325473 1.26773349783014
1.53294107882273 3.49935747549657
2.12416310108547 4.37008425486602
1.05648683009814 1.24643921376411
1.07681001135809 1.3203659075731
1.08750596295381 1.34591752960782
1.14199611351898 1.51749117806489
0.997337171355243 1.00440157909149
1.00276282160457 1.0294652155483
1.00213449963418 1.01391011441658
1.00923446669917 1.04361656520071
0.999226961478447 1.00101826946042
1.00222565316575 1.02022361050908
1.02214724550705 1.10828904840905
1.01736970704681 1.08413350938071
1.00672406743365 1.04164627668023
1.02874829533532 1.13399032237771
1.02011493638037 1.10029827899382
1.01812094586593 1.09156188525554
1.0297063134903 1.12788388834159
1.01868473698068 1.09371468823827
1.01022079747645 1.05043625921011
1.00672407421682 1.01220639695283
1.00912692535736 1.00951509139217
1.01562852536378 1.03608623148835
1.02598810232383 1.09251937297152
1.03114415846278 1.12521733475071
1.01655452108687 1.07864709549895
1.00339927857614 1.02259226071829
1.00196393068661 1.01603185837099
1.00145954335757 1.01254574945565
1.00379901780084 1.02434541641701
1.00530705529691 1.02622807352735
1.01293494449672 1.04445213494964
1.01244020298008 1.04345812109056
1.01486003574535 1.06010774010549
1.00303896247692 1.0192848333914
1.0022105437583 1.00680430219337
1.0035923009729 1.01751262020828
1.00168656402446 1.00322062437484
1.00352718270094 1.02069243122235
1.01974885817697 1.09157353703448
1.0258511422917 1.11931987916003
1.05033624106596 1.205331748393
1.0689956428233 1.2726370287008
1.05563971376451 1.23021930707538
1.04508002868701 1.19162107464342
1.03998541253366 1.1711124974144
