R UCI.95
NA NA
1.85047746750789 8.82996530732146
1.24000174779385 2.13563807513662
1.42303807994731 2.57947748676066
1.08508827368765 1.3542633442235
1.01615243010568 1.04210103869425
1.00274867212941 1.01978251690775
1.09380154520365 1.2737673351713
1.09795680052106 1.33646450075871
1.00224414650452 1.02763390558425
0.999738301727162 1.01009840501327
1.00304842454243 1.0319685500367
0.996809446450327 0.996842932633484
1.00062567314412 1.0071688413114
1.00961502472774 1.044449047106
1.02177165651387 1.02578202167902
1.02458447800216 1.0541689064991
1.01652637626538 1.08486868802706
1.00392788882911 1.00632506911398
1.00636165387019 1.00824396181326
1.00793402410958 1.04737388564917
1.00638663892567 1.03572849304384
1.0164301514172 1.02340099740234
1.0110882198852 1.02183415253768
1.0191545020833 1.04931485407298
1.00877222739937 1.02607777882661
1.00913399090715 1.04785884949187
1.00059232335567 1.00995415528933
0.998772642616855 0.998949508872987
1.00027914222935 1.00061638148243
1.00156335372687 1.00842663177708
1.00664820330453 1.02626730385121
1.01043324262158 1.04500295558993
1.02105648194549 1.08055422509168
1.04699405123035 1.17920693837262
1.04934748855187 1.19535956063092
1.03013257340121 1.12469122425954
1.01575350310578 1.06434461777752
1.0135063736214 1.06203824071585
1.00862793435128 1.04041976147168
1.00806870827332 1.03711637278539
1.00811126786318 1.04115308993867
1.0021763732983 1.0153667430436
1.00021655554585 1.00295563783812
0.998983827460867 0.999466751967998
0.999035956481996 0.999066573567554
0.999281170552804 0.999281381653962
0.998968808906749 0.999048101939967
0.999003309090871 0.999004438706558
0.998995699927914 0.999045363523443
