R UCI.95
NA NA
1.59534939148575 6.81693545319738
1.17655014020355 1.3747465438164
1.10563608904812 1.2090740035635
1.14878923131891 1.55551033672261
1.02428308968978 1.12506550623032
1.11143609655934 1.42628685412351
1.02523209755422 1.07397088207193
1.01730500481311 1.09816751536711
1.08037295574158 1.32025200284331
1.07572914478806 1.30325724309118
1.01154485333508 1.07031977153561
1.10740466954973 1.40566900869872
1.13607173876593 1.49544896379923
1.14598637816349 1.52524974410108
1.09716710014517 1.37543411048125
1.09798920884084 1.37146502881329
1.08769850828401 1.31999917518436
1.0549178139867 1.21662997011982
1.04774238230696 1.20480685150856
1.07915102566104 1.3137737518796
1.20175411512938 1.69311456686754
1.25091904265003 1.8364485235386
1.12157315772822 1.44786503440716
1.08497962652211 1.33020911390879
1.11215382711888 1.41640290724724
1.15099625887374 1.53934357697991
1.11699556830437 1.42793695351805
1.10129934015179 1.37526910340576
1.10015516084669 1.35390288333522
1.1070041420124 1.37814486005844
1.0721157623692 1.24335985413479
1.06142240261699 1.22526568661677
1.03286653927771 1.11765822616959
1.04123941609488 1.15535972422489
1.05626800220768 1.2128798094033
1.06957819326017 1.24559878183721
1.07748122894435 1.23924621105234
1.06907808267021 1.20642328185149
1.04522533535476 1.13318723295738
1.03776255777459 1.113853261302
1.02106211699025 1.06142332307871
1.01658022700253 1.03868454613796
1.01720848675392 1.04416198001357
1.0155315454837 1.03694284295322
1.00876383380989 1.01415316588058
1.01362844176457 1.0312826764977
1.00176753794428 1.00395219806392
1.00570580873105 1.03066132351226
1.00557055738667 1.02933076068741
