R UCI.95
NA NA
1.15812577037554 1.17904806472298
1.2390163814504 1.74335798336097
1.3431480967329 2.36298333521694
1.24225385752093 1.52876251715943
1.20877586212543 1.54533070829108
1.22318245837034 1.85162941682082
1.18814039159205 1.68712251289773
1.09238716149156 1.32817278669175
1.04325877464119 1.10550224640658
1.03737144617635 1.12760489449338
1.04790106409306 1.05074053495103
1.10499065119784 1.17662775835745
1.08459506611996 1.15472181634451
1.05693576393631 1.08126683022603
1.00546620218097 1.00781712772511
1.00390416079458 1.01001366992575
1.0010128997768 1.01178188201982
1.0457132378834 1.11947891696018
1.04954114314232 1.13986503296439
1.03560675587736 1.08999726804639
1.02120237809636 1.05789062750466
1.00039149394553 1.0021051758071
1.00409858876728 1.02669887541976
1.01140122899802 1.05760676742952
1.00622596767699 1.03364467727847
1.001990938353 1.01635644675158
0.999905930501783 1.00675354704816
1.00973425378076 1.04198976269054
1.06336876112154 1.16697601256395
1.06544313133554 1.19366702345933
1.06391688313867 1.19927086559995
1.04096290607294 1.14664618677529
1.03436930518418 1.12240514616473
1.02302635328114 1.08336108231639
1.0405278231818 1.13849201781279
1.04515200107982 1.14956878344428
1.04422504636756 1.14085109109204
1.04526934966671 1.14854592771915
1.00309676398844 1.01804315242517
1.00388383410702 1.02313364100007
1.00677868998544 1.03733177151185
1.01222995841038 1.05275132410557
1.01054046380612 1.04577461353552
1.00508995889883 1.02033274157947
1.01415531327608 1.03788638265348
1.01276249367473 1.02800179892506
1.01072862139173 1.01970081197935
1.01680451584694 1.03539352313057
1.01595009825687 1.03192339269436
