Rate	34.48
RJ Local Transform Add / Remove	34.48
Local Transform Move	3.45
Local Transform Change Scale	27.59
Rate Tried	% Accepted	RJ Local Transform Add / Remove Tried	% Accepted	Local Transform Move Tried	% Accepted	Local Transform Change Scale Tried	% Accepted	Alpha 1 - Dev	Alpha 1 - Tried	Alpha 1 - Accepted	Sigma^2 1 - Dev	Sigma^2 1 - Tried	Sigma^2 1 - Accepted	VarRates - Dev	VarRates - Tried	VarRates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
369	0.292683	325	0.049231	43	0.441860	263	0.315589	12.093848	194	0.324742	1.581322	175	0.257143	59.504508	263	0.315589	0.226000	0.224341	
371	0.309973	356	0.070225	25	0.440000	248	0.237903	12.093848	197	0.279188	1.580802	174	0.344828	59.504508	248	0.237903	0.210000	0.224333	
359	0.401114	334	0.035928	33	0.636364	274	0.259124	12.093848	191	0.418848	1.581164	168	0.380952	59.504508	274	0.259124	0.248000	0.224346	
357	0.299720	331	0.051360	39	0.641026	273	0.201465	15.016964	179	0.234637	1.581733	178	0.365169	59.504508	273	0.201465	0.204000	0.224335	
346	0.294798	340	0.076471	31	0.548387	283	0.212014	15.016964	182	0.258242	1.582177	164	0.335366	59.504508	283	0.212014	0.205000	0.224325	
340	0.235294	349	0.094556	34	0.676471	277	0.198556	15.016964	173	0.184971	1.582479	167	0.287425	59.504508	277	0.198556	0.191000	0.224307	
338	0.278107	330	0.078788	34	0.411765	298	0.231544	10.242020	164	0.304878	1.582524	174	0.252874	46.688603	298	0.231544	0.203000	0.224296	
337	0.329377	344	0.075581	30	0.433333	289	0.259516	10.242020	178	0.382022	1.582333	159	0.270440	46.688603	289	0.259516	0.225000	0.224296	
352	0.298295	355	0.061972	31	0.709677	262	0.217557	10.242020	187	0.278075	1.582362	165	0.321212	46.688603	262	0.217557	0.206000	0.224287	
342	0.257310	343	0.075802	42	0.666667	273	0.230769	10.242020	184	0.271739	1.582380	158	0.240506	46.688603	273	0.230769	0.205000	0.224276	
340	0.288235	341	0.067449	33	0.484848	286	0.209790	10.242020	183	0.311475	1.582064	157	0.261146	46.688603	286	0.209790	0.197000	0.224262	
343	0.294461	330	0.084848	32	0.468750	295	0.274576	10.242020	193	0.331606	1.582036	150	0.246667	46.688603	295	0.274576	0.225000	0.224262	
348	0.341954	320	0.087500	32	0.562500	300	0.223333	10.242020	182	0.401099	1.581721	166	0.277108	46.688603	300	0.223333	0.232000	0.224266	
352	0.224432	342	0.073099	33	0.575758	273	0.241758	18.904816	167	0.179641	1.581633	185	0.264865	46.688603	273	0.241758	0.189000	0.224248	
337	0.287834	375	0.064000	33	0.454545	255	0.227451	13.423159	170	0.305882	1.581596	167	0.269461	46.688603	255	0.227451	0.194000	0.224232	
335	0.274627	340	0.085294	35	0.485714	290	0.237931	13.423159	167	0.293413	1.581336	168	0.255952	46.688603	290	0.237931	0.207000	0.224223	
320	0.278125	369	0.056911	41	0.487805	270	0.322222	13.423159	160	0.268750	1.581134	160	0.287500	46.688603	270	0.322222	0.217000	0.224219	
356	0.297753	363	0.041322	37	0.540541	244	0.311475	13.423159	165	0.278788	1.580737	191	0.314136	46.688603	244	0.311475	0.217000	0.224215	
347	0.239193	342	0.061404	34	0.411765	277	0.227437	13.423159	179	0.245810	1.580899	168	0.232143	46.688603	277	0.227437	0.181000	0.224192	
364	0.219780	316	0.047468	36	0.388889	284	0.285211	13.423159	192	0.208333	1.580410	172	0.232558	46.688603	284	0.285211	0.190000	0.224174	
338	0.266272	341	0.061584	40	0.400000	281	0.302491	13.423159	163	0.233129	1.580236	175	0.297143	46.688603	281	0.302491	0.212000	0.224168	
351	0.273504	344	0.052326	28	0.428571	277	0.256318	13.423159	187	0.267380	1.580190	164	0.280488	46.688603	277	0.256318	0.197000	0.224154	
344	0.293605	349	0.040115	35	0.571429	272	0.220588	13.423159	158	0.278481	1.579999	186	0.306452	46.688603	272	0.220588	0.195000	0.224138	
358	0.276536	357	0.047619	33	0.454545	252	0.230159	13.423159	184	0.326087	1.580139	174	0.224138	46.688603	252	0.230159	0.189000	0.224120	
346	0.251445	350	0.054286	36	0.500000	268	0.298507	13.423159	176	0.215909	1.580071	170	0.288235	46.688603	268	0.298507	0.204000	0.224109	
348	0.344828	359	0.064067	39	0.692308	254	0.259843	13.423159	179	0.391061	1.579843	169	0.295858	46.688603	254	0.259843	0.236000	0.224115	
355	0.290141	350	0.062857	42	0.595238	253	0.264822	13.423159	176	0.312500	1.579915	179	0.268156	46.688603	253	0.264822	0.217000	0.224112	
349	0.237822	339	0.073746	39	0.538462	273	0.271062	13.423159	175	0.194286	1.579828	174	0.281609	46.688603	273	0.271062	0.203000	0.224101	
361	0.288089	327	0.033639	32	0.625000	280	0.217857	10.884215	151	0.337748	1.579857	210	0.252381	46.688603	280	0.217857	0.196000	0.224086	
339	0.321534	358	0.053073	28	0.392857	275	0.272727	10.884215	167	0.377246	1.579731	172	0.267442	46.688603	275	0.272727	0.214000	0.224081	
347	0.365994	364	0.043956	40	0.600000	249	0.301205	10.884215	162	0.376543	1.579352	185	0.356757	46.688603	249	0.301205	0.242000	0.224090	
338	0.301775	355	0.067606	29	0.517241	278	0.255396	10.884215	157	0.292994	1.579814	181	0.309392	46.688603	278	0.255396	0.212000	0.224084	
354	0.347458	357	0.058824	34	0.411765	255	0.239216	10.884215	170	0.341176	1.579971	184	0.353261	46.688603	255	0.239216	0.219000	0.224081	
346	0.280347	336	0.089286	29	0.551724	289	0.342561	10.884215	179	0.290503	1.580385	167	0.269461	46.688603	289	0.342561	0.242000	0.224090	
318	0.333333	370	0.097297	35	0.428571	277	0.277978	10.884215	156	0.301282	1.580194	162	0.364198	46.688603	277	0.277978	0.234000	0.224096	
374	0.315508	335	0.047761	35	0.342857	256	0.246094	10.884215	186	0.274194	1.580711	188	0.356383	46.688603	256	0.246094	0.209000	0.224088	
339	0.312684	338	0.062130	35	0.485714	288	0.270833	10.884215	161	0.391304	1.580898	178	0.241573	46.688603	288	0.270833	0.222000	0.224087	
358	0.318436	328	0.054878	34	0.470588	280	0.260714	10.884215	168	0.315476	1.580901	190	0.321053	46.688603	280	0.260714	0.221000	0.224085	
324	0.351852	351	0.076923	36	0.500000	289	0.235294	10.884215	181	0.414365	1.580792	143	0.272727	46.688603	289	0.235294	0.227000	0.224086	
345	0.260870	353	0.059490	31	0.387097	271	0.265683	12.173478	154	0.259740	1.580787	191	0.261780	46.688603	271	0.265683	0.195000	0.224071	
368	0.260870	304	0.039474	35	0.514286	293	0.354949	12.173478	192	0.286458	1.580675	176	0.232955	46.688603	293	0.354949	0.230000	0.224074	
374	0.270053	323	0.058824	38	0.421053	265	0.286792	12.173478	167	0.173653	1.580532	207	0.347826	46.688603	265	0.286792	0.212000	0.224068	
356	0.351124	322	0.049689	40	0.325000	282	0.269504	8.763958	199	0.407035	1.580931	157	0.280255	46.688603	282	0.269504	0.230000	0.224071	
347	0.253602	354	0.064972	36	0.638889	263	0.334601	16.950812	170	0.235294	1.580990	177	0.271186	46.688603	263	0.334601	0.222000	0.224070	
351	0.236467	321	0.084112	52	0.538462	276	0.257246	16.950812	195	0.230769	1.581183	156	0.243590	46.688603	276	0.257246	0.209000	0.224062	
343	0.201166	352	0.056818	41	0.439024	264	0.276515	16.950812	172	0.191860	1.581092	171	0.210526	46.688603	264	0.276515	0.180000	0.224039	
333	0.240240	362	0.049724	41	0.439024	264	0.284091	15.452972	174	0.195402	1.581033	159	0.289308	46.688603	264	0.284091	0.191000	0.224022	
354	0.245763	355	0.053521	32	0.593750	259	0.312741	12.622906	182	0.252747	1.580848	172	0.238372	46.688603	259	0.312741	0.206000	0.224013	
346	0.251445	337	0.065282	55	0.672727	262	0.263359	12.622906	178	0.219101	1.580717	168	0.285714	46.688603	262	0.263359	0.215000	0.224008	
344	0.258721	363	0.063361	35	0.485714	258	0.271318	12.622906	162	0.290123	1.580792	182	0.230769	46.688603	258	0.271318	0.199000	0.223995	
356	0.289326	362	0.058011	25	0.480000	257	0.264591	12.622906	174	0.298851	1.580710	182	0.280220	46.688603	257	0.264591	0.204000	0.223985	
355	0.259155	328	0.057927	35	0.600000	282	0.336879	12.622906	168	0.208333	1.580513	187	0.304813	46.688603	282	0.336879	0.227000	0.223986	
332	0.280120	352	0.065341	31	0.516129	285	0.287719	12.622906	161	0.310559	1.580617	171	0.251462	46.688603	285	0.287719	0.214000	0.223981	
336	0.235119	336	0.056548	30	0.566667	298	0.302013	12.622906	177	0.242938	1.584593	159	0.226415	46.688603	298	0.302013	0.205000	0.223971	
338	0.248521	368	0.065217	35	0.400000	259	0.262548	12.622906	182	0.247253	1.581791	156	0.250000	46.688603	259	0.262548	0.190000	0.223954	
349	0.306590	354	0.059322	23	0.652174	274	0.284672	12.622906	183	0.295082	1.581779	166	0.319277	46.688603	274	0.284672	0.221000	0.223952	
345	0.275362	348	0.080460	32	0.281250	275	0.287273	12.622906	171	0.239766	1.581828	174	0.310345	46.688603	275	0.287273	0.211000	0.223946	
343	0.241983	328	0.060976	37	0.405405	292	0.232877	12.622906	175	0.268571	1.581808	168	0.214286	46.688603	292	0.232877	0.186000	0.223926	
348	0.336207	341	0.055718	33	0.393939	278	0.244604	12.622906	182	0.357143	1.581811	166	0.313253	46.688603	278	0.244604	0.217000	0.223922	
347	0.270893	342	0.040936	35	0.542857	276	0.384058	12.622906	165	0.254545	1.581894	182	0.285714	46.688603	276	0.384058	0.233000	0.223927	
376	0.348404	324	0.067901	36	0.583333	264	0.337121	12.622906	189	0.322751	1.581936	187	0.374332	46.688603	264	0.337121	0.263000	0.223947	
348	0.227011	344	0.081395	22	0.818182	286	0.265734	12.622906	188	0.212766	1.582138	160	0.243750	46.688603	286	0.265734	0.201000	0.223935	
356	0.303371	325	0.064615	42	0.452381	277	0.270758	12.622906	180	0.305556	1.582144	176	0.301136	46.688603	277	0.270758	0.223000	0.223935	
342	0.233918	346	0.098266	30	0.633333	282	0.294326	12.622906	187	0.240642	1.582158	155	0.225806	46.688603	282	0.294326	0.216000	0.223931	
313	0.246006	356	0.103933	41	0.682927	290	0.313793	12.622906	159	0.245283	1.581786	154	0.246753	46.688603	290	0.313793	0.233000	0.223936	
333	0.315315	371	0.064690	37	0.621622	259	0.250965	12.622906	167	0.293413	1.580987	166	0.337349	46.688603	259	0.250965	0.217000	0.223932	
365	0.260274	343	0.052478	42	0.452381	250	0.296000	12.622906	175	0.222857	1.580994	190	0.294737	46.688603	250	0.296000	0.206000	0.223923	
345	0.272464	346	0.115607	34	0.500000	275	0.214545	12.622906	184	0.347826	1.581008	161	0.186335	46.688603	275	0.214545	0.210000	0.223916	
325	0.310769	343	0.075802	42	0.714286	290	0.286207	12.622906	167	0.203593	0.896078	158	0.424051	46.688603	290	0.286207	0.240000	0.223924	
359	0.289694	328	0.064024	34	0.705882	279	0.326165	12.622906	184	0.266304	1.458967	175	0.314286	46.688603	279	0.326165	0.240000	0.223932	
318	0.283019	360	0.061111	44	0.477273	278	0.233813	12.622906	166	0.271084	1.567897	152	0.296053	46.688603	278	0.233813	0.198000	0.223919	
324	0.268519	363	0.046832	27	0.555556	286	0.286713	12.622906	168	0.255952	1.567878	156	0.282051	46.688603	286	0.286713	0.201000	0.223907	
355	0.259155	343	0.052478	32	0.437500	270	0.292593	12.622906	175	0.297143	1.567539	180	0.222222	46.688603	270	0.292593	0.203000	0.223896	
341	0.249267	336	0.056548	44	0.590909	279	0.308244	12.622906	181	0.259669	1.566984	160	0.237500	46.688603	279	0.308244	0.216000	0.223892	
350	0.280000	369	0.078591	34	0.500000	247	0.242915	12.622906	182	0.285714	1.566662	168	0.273810	46.688603	247	0.242915	0.204000	0.223882	
356	0.261236	342	0.052632	40	0.575000	262	0.290076	12.622906	187	0.187166	1.566643	169	0.343195	46.688603	262	0.290076	0.210000	0.223875	
332	0.328313	369	0.046070	33	0.484848	266	0.157895	8.966610	173	0.369942	1.566936	159	0.283019	46.688603	266	0.157895	0.184000	0.223855	
338	0.384615	354	0.045198	35	0.571429	273	0.271062	8.966610	154	0.422078	1.566947	184	0.353261	38.731567	273	0.271062	0.240000	0.223863	
354	0.322034	346	0.063584	32	0.562500	268	0.373134	14.244836	162	0.246914	1.567186	192	0.385417	38.731567	268	0.373134	0.254000	0.223878	
337	0.272997	381	0.044619	29	0.655172	253	0.292490	14.244836	165	0.248485	1.567679	172	0.296512	38.731567	253	0.292490	0.202000	0.223867	
331	0.280967	345	0.060870	41	0.560976	283	0.300353	14.244836	152	0.289474	1.567479	179	0.273743	38.731567	283	0.300353	0.222000	0.223866	
354	0.240113	341	0.079179	37	0.459459	268	0.324627	14.244836	175	0.234286	1.567288	179	0.245810	38.731567	268	0.324627	0.216000	0.223862	
355	0.267606	348	0.034483	39	0.666667	258	0.310078	14.244836	172	0.296512	1.567160	183	0.240437	38.731567	258	0.310078	0.213000	0.223857	
344	0.302326	335	0.047761	39	0.564103	282	0.304965	14.244836	175	0.240000	1.567085	169	0.366864	38.731567	282	0.304965	0.228000	0.223859	
383	0.279373	310	0.067742	27	0.407407	280	0.296429	14.244836	191	0.287958	1.567383	192	0.270833	38.731567	280	0.296429	0.222000	0.223858	
352	0.218750	344	0.063953	25	0.480000	279	0.265233	14.244836	194	0.175258	1.567360	158	0.272152	38.731567	279	0.265233	0.185000	0.223838	
335	0.289552	341	0.029326	25	0.600000	299	0.274247	12.106232	188	0.250000	1.567145	147	0.340136	38.731567	299	0.274247	0.204000	0.223828	
353	0.356941	330	0.060606	30	0.566667	287	0.313589	12.106232	174	0.373563	1.567269	179	0.340782	38.731567	287	0.313589	0.253000	0.223843	
348	0.244253	339	0.061947	31	0.709677	282	0.347518	12.106232	173	0.236994	1.567262	175	0.251429	38.731567	282	0.347518	0.226000	0.223844	
331	0.247734	362	0.082873	30	0.666667	277	0.321300	12.106232	159	0.264151	1.567019	172	0.232558	38.731567	277	0.321300	0.221000	0.223842	
358	0.237430	329	0.039514	34	0.500000	279	0.318996	12.106232	190	0.310526	1.566956	168	0.154762	38.731567	279	0.318996	0.204000	0.223832	
329	0.370821	378	0.050265	36	0.555556	257	0.319066	12.106232	155	0.225806	0.802745	174	0.500000	38.731567	257	0.319066	0.243000	0.223842	
377	0.320955	322	0.077640	28	0.678571	273	0.245421	12.106232	197	0.294416	1.224906	180	0.350000	38.731567	273	0.245421	0.232000	0.223846	
357	0.274510	331	0.057402	29	0.586207	283	0.339223	12.106232	171	0.274854	1.552207	186	0.274194	38.731567	283	0.339223	0.230000	0.223849	
366	0.292350	334	0.053892	30	0.533333	270	0.222222	12.106232	180	0.288889	1.551986	186	0.295699	38.731567	270	0.222222	0.201000	0.223838	
337	0.308605	343	0.026239	29	0.551724	291	0.292096	12.106232	159	0.276730	1.551063	178	0.337079	38.731567	291	0.292096	0.214000	0.223833	
353	0.269122	343	0.064140	45	0.400000	259	0.343629	12.106232	169	0.284024	1.551261	184	0.255435	38.731567	259	0.343629	0.224000	0.223833	
353	0.249292	335	0.059701	35	0.542857	277	0.335740	12.106232	172	0.244186	1.550243	181	0.254144	38.731567	277	0.335740	0.220000	0.223831	
353	0.294618	330	0.109091	36	0.611111	281	0.313167	12.106232	170	0.294118	1.549612	183	0.295082	38.731567	281	0.313167	0.250000	0.223844	
364	0.266484	315	0.063492	33	0.636364	288	0.284722	12.106232	196	0.260204	1.549780	168	0.273810	38.731567	288	0.284722	0.220000	0.223842	
353	0.294618	348	0.066092	27	0.703704	272	0.378676	12.106232	175	0.280000	1.548952	178	0.308989	38.731567	272	0.378676	0.249000	0.223855	
364	0.299451	331	0.069486	44	0.545455	261	0.203065	12.106232	193	0.326425	1.548025	171	0.269006	38.731567	261	0.203065	0.209000	0.223847	
362	0.317680	347	0.060519	36	0.666667	255	0.321569	12.106232	183	0.306011	1.548025	179	0.329609	38.731567	255	0.321569	0.242000	0.223857	
372	0.319892	319	0.084639	44	0.568182	265	0.316981	12.106232	190	0.342105	1.547746	182	0.296703	38.731567	265	0.316981	0.255000	0.223872	
320	0.281250	361	0.080332	36	0.638889	283	0.335689	12.106232	180	0.338889	1.547698	140	0.207143	38.731567	283	0.335689	0.237000	0.223879	
338	0.289941	365	0.090411	35	0.542857	262	0.328244	12.106232	160	0.275000	1.546881	178	0.303371	38.731567	262	0.328244	0.236000	0.223885	
344	0.252907	358	0.030726	29	0.689655	269	0.241636	12.106232	156	0.256410	1.547021	188	0.250000	38.731567	269	0.241636	0.183000	0.223864	
336	0.279762	350	0.091429	33	0.606061	281	0.316726	12.106232	171	0.292398	1.546704	165	0.266667	38.731567	281	0.316726	0.235000	0.223870	
335	0.256716	348	0.077586	35	0.571429	282	0.290780	12.106232	179	0.268156	1.545932	156	0.243590	38.731567	282	0.290780	0.215000	0.223866	
323	0.260062	359	0.077994	36	0.361111	282	0.329787	12.106232	174	0.218391	1.545510	149	0.308725	38.731567	282	0.329787	0.218000	0.223863	
345	0.295652	354	0.067797	35	0.314286	266	0.312030	12.106232	184	0.298913	1.544911	161	0.291925	38.731567	266	0.312030	0.220000	0.223861	
336	0.288690	360	0.075000	32	0.437500	272	0.272059	12.106232	174	0.281609	1.544905	162	0.296296	38.731567	272	0.272059	0.212000	0.223855	
353	0.291785	333	0.048048	41	0.536585	273	0.340659	12.106232	185	0.270270	1.544647	168	0.315476	38.731567	273	0.340659	0.234000	0.223860	
345	0.257971	350	0.051429	39	0.410256	266	0.327068	12.106232	169	0.289941	1.544718	176	0.227273	38.731567	266	0.327068	0.210000	0.223853	
327	0.324159	369	0.073171	30	0.566667	274	0.324818	12.106232	172	0.343023	1.544448	155	0.303226	38.731567	274	0.324818	0.239000	0.223860	
335	0.274627	346	0.040462	39	0.512821	280	0.357143	12.106232	169	0.266272	1.544339	166	0.283133	38.731567	280	0.357143	0.226000	0.223861	
362	0.292818	334	0.053892	31	0.741935	273	0.326007	12.106232	173	0.271676	1.543768	189	0.312169	38.731567	273	0.326007	0.236000	0.223868	
342	0.277778	348	0.086207	35	0.542857	275	0.316364	12.106232	171	0.245614	1.543717	171	0.309942	38.731567	275	0.316364	0.231000	0.223871	
342	0.260234	357	0.072829	27	0.629630	274	0.299270	12.106232	170	0.252941	1.543345	172	0.267442	38.731567	274	0.299270	0.214000	0.223866	
354	0.268362	351	0.068376	25	0.560000	270	0.348148	12.106232	196	0.301020	1.543183	158	0.227848	38.731567	270	0.348148	0.227000	0.223868	
339	0.306785	343	0.064140	31	0.580645	287	0.337979	12.106232	177	0.293785	1.542479	162	0.320988	38.731567	287	0.337979	0.241000	0.223876	
316	0.265823	375	0.093333	30	0.566667	279	0.318996	12.106232	169	0.248521	1.542039	147	0.285714	38.731567	279	0.318996	0.225000	0.223877	
349	0.249284	340	0.111765	35	0.371429	276	0.278986	12.106232	173	0.213873	1.541582	176	0.284091	38.731567	276	0.278986	0.215000	0.223872	
342	0.263158	357	0.042017	32	0.468750	269	0.249071	12.106232	158	0.202532	1.541359	184	0.315217	38.731567	269	0.249071	0.187000	0.223854	
348	0.250000	345	0.078261	28	0.500000	279	0.329749	12.106232	157	0.216561	1.541363	191	0.277487	38.731567	279	0.329749	0.220000	0.223852	
345	0.292754	332	0.066265	37	0.648649	286	0.293706	12.106232	169	0.272189	1.541263	176	0.312500	38.731567	286	0.293706	0.231000	0.223856	
364	0.280220	327	0.061162	31	0.548387	278	0.323741	12.106232	158	0.303797	1.541547	206	0.262136	38.731567	278	0.323741	0.229000	0.223858	
347	0.230548	338	0.068047	36	0.444444	279	0.311828	12.106232	171	0.239766	1.541460	176	0.221591	38.731567	279	0.311828	0.206000	0.223849	
341	0.307918	339	0.041298	30	0.333333	290	0.451724	12.106232	181	0.303867	1.540636	160	0.312500	38.731567	290	0.451724	0.260000	0.223867	
341	0.284457	354	0.090395	30	0.366667	275	0.338182	12.106232	179	0.312849	1.540743	162	0.253086	39.982210	275	0.338182	0.233000	0.223872	
334	0.269461	347	0.069164	29	0.586207	290	0.403448	12.106232	159	0.245283	1.539583	175	0.291429	39.982210	290	0.403448	0.248000	0.223884	
330	0.269697	340	0.058824	30	0.300000	300	0.303333	12.106232	152	0.315789	1.537981	178	0.230337	51.214512	300	0.303333	0.209000	0.223877	
348	0.333333	361	0.069252	31	0.322581	260	0.230769	12.106232	171	0.374269	1.536293	177	0.293785	51.214512	260	0.230769	0.211000	0.223870	
348	0.304598	326	0.046012	34	0.323529	292	0.280822	12.106232	180	0.344444	1.535350	168	0.261905	51.214512	292	0.280822	0.214000	0.223865	
357	0.322129	360	0.069444	30	0.566667	253	0.245059	12.106232	166	0.240964	1.534818	191	0.392670	51.214512	253	0.245059	0.219000	0.223863	
326	0.306748	336	0.026786	36	0.500000	302	0.231788	12.106232	158	0.354430	1.536122	168	0.261905	51.214512	302	0.231788	0.197000	0.223849	
359	0.300836	317	0.056782	37	0.432432	287	0.320557	12.106232	182	0.357143	1.535753	177	0.242938	51.214512	287	0.320557	0.234000	0.223854	
362	0.303867	359	0.069638	37	0.567568	242	0.260331	12.106232	175	0.297143	1.534770	187	0.310160	51.214512	242	0.260331	0.219000	0.223852	
330	0.278788	340	0.067647	50	0.400000	280	0.289286	12.106232	174	0.304598	1.534925	156	0.250000	51.214512	280	0.289286	0.216000	0.223848	
352	0.255682	347	0.043228	39	0.435897	262	0.312977	12.106232	195	0.276923	1.534573	157	0.229299	51.214512	262	0.312977	0.204000	0.223838	
312	0.205128	374	0.061497	32	0.531250	282	0.340426	12.106232	156	0.243590	1.534265	156	0.166667	51.214512	282	0.340426	0.200000	0.223827	
341	0.425220	364	0.079670	32	0.468750	263	0.292776	12.106232	176	0.443182	1.239047	165	0.406061	51.214512	263	0.292776	0.266000	0.223847	
356	0.353933	358	0.064246	32	0.531250	254	0.251969	13.411708	196	0.372449	2.365893	160	0.331250	51.214512	254	0.251969	0.230000	0.223850	
346	0.303468	350	0.048571	26	0.576923	278	0.255396	13.411708	169	0.266272	1.539594	177	0.338983	51.214512	278	0.255396	0.208000	0.223843	
340	0.302941	365	0.052055	27	0.259259	268	0.343284	13.411708	189	0.285714	1.539920	151	0.324503	51.214512	268	0.343284	0.221000	0.223841	
325	0.273846	366	0.071038	24	0.333333	285	0.287719	13.411708	177	0.254237	1.539883	148	0.297297	51.214512	285	0.287719	0.205000	0.223832	
340	0.273529	368	0.070652	39	0.410256	253	0.312253	13.411708	172	0.226744	1.539382	168	0.321429	51.214512	253	0.312253	0.214000	0.223827	
349	0.289398	357	0.044818	36	0.694444	258	0.282946	13.411708	167	0.317365	1.539652	182	0.263736	51.214512	258	0.282946	0.215000	0.223823	
355	0.309859	352	0.065341	40	0.450000	253	0.264822	13.411708	182	0.285714	1.539535	173	0.335260	51.214512	253	0.264822	0.218000	0.223820	
359	0.325905	347	0.069164	44	0.545455	250	0.236000	13.411708	183	0.300546	1.539521	176	0.352273	51.214512	250	0.236000	0.224000	0.223820	
329	0.361702	329	0.063830	41	0.536585	301	0.308970	13.411708	163	0.380368	1.539809	166	0.343373	51.214512	301	0.308970	0.255000	0.223835	
332	0.328313	372	0.032258	35	0.514286	261	0.302682	13.411708	173	0.335260	1.539788	159	0.320755	51.214512	261	0.302682	0.218000	0.223832	
355	0.287324	347	0.054755	43	0.465116	255	0.258824	13.411708	165	0.254545	1.540083	190	0.315789	51.214512	255	0.258824	0.207000	0.223824	
365	0.295890	312	0.048077	37	0.513514	286	0.321678	13.411708	173	0.219653	1.539969	192	0.364583	51.214512	286	0.321678	0.234000	0.223829	
341	0.266862	348	0.057471	40	0.475000	271	0.280443	13.411708	159	0.270440	1.540244	182	0.263736	51.214512	271	0.280443	0.206000	0.223820	
355	0.273239	333	0.063063	35	0.657143	277	0.324910	13.411708	176	0.250000	1.539939	179	0.296089	51.214512	277	0.324910	0.231000	0.223824	
341	0.272727	347	0.037464	43	0.674419	269	0.286245	13.411708	166	0.271084	1.539727	175	0.274286	51.214512	269	0.286245	0.212000	0.223818	
360	0.241667	358	0.055866	24	0.500000	258	0.302326	13.411708	173	0.190751	1.539568	187	0.288770	51.214512	258	0.302326	0.197000	0.223805	
347	0.268012	352	0.062500	33	0.424242	268	0.231343	11.540871	175	0.262857	1.539404	172	0.273256	51.214512	268	0.231343	0.191000	0.223789	
343	0.309038	317	0.059937	37	0.486486	303	0.293729	11.540871	171	0.333333	1.538357	172	0.284884	51.214512	303	0.293729	0.232000	0.223793	
318	0.339623	375	0.066667	33	0.454545	274	0.262774	11.540871	159	0.352201	1.537836	159	0.327044	51.214512	274	0.262774	0.220000	0.223791	
337	0.341246	346	0.043353	42	0.547619	275	0.243636	11.540871	179	0.391061	1.537163	158	0.284810	51.214512	275	0.243636	0.220000	0.223789	
346	0.361272	340	0.044118	28	0.500000	286	0.332168	11.540871	163	0.380368	1.536943	183	0.344262	51.214512	286	0.332168	0.249000	0.223801	
348	0.267241	352	0.073864	30	0.833333	270	0.203704	11.540871	164	0.329268	1.536279	184	0.211957	51.214512	270	0.203704	0.199000	0.223789	
375	0.269333	332	0.081325	33	0.636364	260	0.219231	11.540871	199	0.236181	1.534904	176	0.306818	51.214512	260	0.219231	0.206000	0.223781	
333	0.354354	352	0.079545	40	0.625000	275	0.236364	11.540871	152	0.381579	1.534993	181	0.331492	51.214512	275	0.236364	0.236000	0.223787	
367	0.335150	328	0.057927	32	0.406250	273	0.208791	11.540871	191	0.387435	1.534673	176	0.278409	51.214512	273	0.208791	0.212000	0.223781	
356	0.297753	336	0.059524	28	0.571429	280	0.239286	11.540871	172	0.284884	1.534371	184	0.309783	51.214512	280	0.239286	0.209000	0.223774	
341	0.281525	350	0.060000	31	0.419355	278	0.255396	11.540871	168	0.309524	1.534362	173	0.254335	51.214512	278	0.255396	0.201000	0.223762	
332	0.331325	354	0.062147	38	0.500000	276	0.246377	11.540871	168	0.345238	1.534172	164	0.317073	51.214512	276	0.246377	0.219000	0.223760	
337	0.246291	346	0.069364	29	0.517241	288	0.225694	11.540871	171	0.233918	1.533419	166	0.259036	51.214512	288	0.225694	0.187000	0.223742	
364	0.285714	322	0.034161	31	0.548387	283	0.197880	11.540871	189	0.301587	1.532946	175	0.268571	51.214512	283	0.197880	0.188000	0.223725	
348	0.284483	357	0.047619	37	0.702703	258	0.403101	11.540871	173	0.294798	1.532587	175	0.274286	27.275801	258	0.403101	0.246000	0.223736	
380	0.276316	341	0.087977	30	0.433333	249	0.277108	11.540871	190	0.310526	1.532431	190	0.242105	37.870413	249	0.277108	0.217000	0.223732	
336	0.336310	358	0.053073	33	0.454545	273	0.304029	11.540871	166	0.331325	1.532270	170	0.341176	37.870413	273	0.304029	0.230000	0.223735	
341	0.331378	318	0.044025	32	0.375000	309	0.297735	11.540871	161	0.322981	1.532320	180	0.338889	37.870413	309	0.297735	0.231000	0.223739	
333	0.336336	374	0.032086	35	0.514286	258	0.259690	11.540871	168	0.345238	1.532685	165	0.327273	37.870413	258	0.259690	0.209000	0.223732	
362	0.383978	351	0.062678	31	0.709677	256	0.273438	11.540871	182	0.395604	1.532630	180	0.372222	37.870413	256	0.273438	0.253000	0.223746	
335	0.382090	353	0.059490	30	0.533333	282	0.191489	11.540871	168	0.357143	1.533350	167	0.407186	37.870413	282	0.191489	0.219000	0.223744	
326	0.273006	348	0.071839	32	0.593750	294	0.340136	11.540871	172	0.348837	2.852573	154	0.188312	25.061397	294	0.340136	0.233000	0.223748	
342	0.257310	348	0.054598	27	0.555556	283	0.477032	11.540871	164	0.274390	2.656735	178	0.241573	25.061397	283	0.477032	0.257000	0.223764	
344	0.343023	359	0.050139	28	0.500000	269	0.237918	11.540871	166	0.307229	1.547069	178	0.376404	42.025857	269	0.237918	0.214000	0.223760	
369	0.281843	326	0.046012	40	0.575000	265	0.256604	11.540871	181	0.259669	1.548468	188	0.303191	42.025857	265	0.256604	0.210000	0.223753	
