Rate	34.48
RJ Local Transform Add / Remove	34.48
Local Transform Move	3.45
Local Transform Change Scale	27.59
Rate Tried	% Accepted	RJ Local Transform Add / Remove Tried	% Accepted	Local Transform Move Tried	% Accepted	Local Transform Change Scale Tried	% Accepted	Alpha 1 - Dev	Alpha 1 - Tried	Alpha 1 - Accepted	Sigma^2 1 - Dev	Sigma^2 1 - Tried	Sigma^2 1 - Accepted	VarRates - Dev	VarRates - Tried	VarRates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
343	0.262391	331	0.051360	42	0.595238	284	0.278169	12.640548	195	0.271795	1.492449	148	0.250000	42.495927	284	0.278169	0.211000	0.236438	
345	0.304348	329	0.063830	36	0.388889	290	0.279310	12.640548	170	0.282353	1.492449	175	0.325714	42.495927	290	0.279310	0.221000	0.236349	
332	0.301205	324	0.077160	40	0.500000	304	0.305921	12.640548	158	0.297468	1.492449	174	0.304598	42.495927	304	0.305921	0.238000	0.236359	
347	0.256484	336	0.059524	29	0.482759	288	0.343750	12.640548	168	0.226190	1.492449	179	0.284916	42.495927	288	0.343750	0.222000	0.236277	
370	0.308108	335	0.083582	29	0.517241	266	0.248120	12.640548	177	0.305085	1.492449	193	0.310881	42.495927	266	0.248120	0.223000	0.236202	
360	0.300000	334	0.038922	52	0.538462	254	0.228346	12.640548	176	0.301136	1.492449	184	0.298913	42.495927	254	0.228346	0.207000	0.236038	
328	0.295732	367	0.051771	40	0.450000	265	0.226415	12.640548	175	0.251429	1.492449	153	0.346405	42.495927	265	0.226415	0.194000	0.235803	
366	0.284153	326	0.052147	39	0.487179	269	0.252788	12.640548	192	0.244792	1.492449	174	0.327586	42.495927	269	0.252788	0.208000	0.235649	
357	0.232493	319	0.065831	36	0.388889	288	0.211806	12.640548	188	0.186170	1.492449	169	0.284024	42.495927	288	0.211806	0.179000	0.235336	
363	0.292011	339	0.064897	36	0.555556	262	0.259542	11.848302	166	0.259036	1.492449	197	0.319797	42.495927	262	0.259542	0.216000	0.235229	
377	0.302387	319	0.050157	29	0.448276	275	0.309091	11.848302	191	0.261780	1.492449	186	0.344086	42.495927	275	0.309091	0.228000	0.235190	
360	0.316667	343	0.034985	27	0.407407	270	0.270370	11.848302	173	0.335260	1.492449	187	0.299465	42.495927	270	0.270370	0.210000	0.235053	
335	0.292537	360	0.063889	34	0.470588	271	0.302583	11.848302	160	0.243750	1.492449	175	0.337143	42.495927	271	0.302583	0.219000	0.234966	
328	0.298780	350	0.085714	42	0.547619	280	0.257143	11.848302	163	0.288344	1.492449	165	0.309091	42.495927	280	0.257143	0.223000	0.234902	
335	0.328358	340	0.085294	35	0.457143	290	0.227586	11.848302	152	0.302632	1.492449	183	0.349727	42.495927	290	0.227586	0.221000	0.234828	
354	0.290960	336	0.047619	27	0.555556	283	0.392226	11.848302	173	0.289017	1.492449	181	0.292818	42.495927	283	0.392226	0.245000	0.234882	
294	0.306122	367	0.051771	32	0.656250	307	0.228013	11.848302	167	0.293413	1.492449	127	0.322835	42.495927	307	0.228013	0.200000	0.234697	
367	0.324251	328	0.057927	36	0.611111	269	0.286245	11.848302	176	0.312500	1.492449	191	0.335079	42.495927	269	0.286245	0.237000	0.234709	
362	0.248619	345	0.075362	42	0.500000	251	0.223108	11.848302	189	0.222222	1.492449	173	0.277457	42.495927	251	0.223108	0.193000	0.234491	
354	0.276836	311	0.057878	44	0.590909	291	0.274914	11.848302	175	0.274286	1.492449	179	0.279330	42.495927	291	0.274914	0.222000	0.234426	
343	0.311953	329	0.051672	30	0.733333	298	0.265101	11.848302	178	0.314607	1.492449	165	0.309091	42.495927	298	0.265101	0.225000	0.234377	
359	0.353760	322	0.074534	40	0.600000	279	0.265233	11.848302	181	0.348066	1.492449	178	0.359551	42.495927	279	0.265233	0.249000	0.234452	
365	0.309589	368	0.040761	21	0.571429	246	0.252033	11.848302	180	0.277778	1.492449	185	0.340541	42.495927	246	0.252033	0.202000	0.234286	
336	0.318452	355	0.076056	31	0.612903	278	0.294964	11.848302	185	0.335135	1.492449	151	0.298013	42.495927	278	0.294964	0.235000	0.234290	
313	0.306709	361	0.055402	35	0.600000	291	0.264605	11.848302	160	0.306250	1.492449	153	0.307190	42.495927	291	0.264605	0.214000	0.234187	
345	0.313043	344	0.066860	30	0.566667	281	0.313167	11.848302	172	0.313953	1.492449	173	0.312139	42.495927	281	0.313167	0.236000	0.234196	
382	0.311518	292	0.061644	33	0.545455	293	0.249147	11.848302	196	0.265306	1.492449	186	0.360215	42.495927	293	0.249147	0.228000	0.234165	
362	0.317680	348	0.037356	34	0.558824	256	0.265625	11.848302	174	0.321839	1.492449	188	0.313830	42.495927	256	0.265625	0.215000	0.234069	
341	0.255132	358	0.050279	27	0.370370	274	0.291971	11.848302	173	0.289017	1.492449	168	0.220238	42.495927	274	0.291971	0.195000	0.233874	
359	0.342618	335	0.050746	35	0.485714	271	0.313653	11.848302	165	0.418182	1.492449	194	0.278351	42.495927	271	0.313653	0.242000	0.233915	
348	0.264368	312	0.038462	37	0.567568	303	0.339934	12.589204	151	0.205298	1.492449	197	0.309645	42.495927	303	0.339934	0.228000	0.233886	
337	0.275964	326	0.070552	37	0.486486	300	0.336667	12.589204	187	0.224599	1.492449	150	0.340000	42.495927	300	0.336667	0.235000	0.233891	
333	0.297297	365	0.071233	34	0.529412	268	0.328358	12.589204	176	0.306818	1.492449	157	0.286624	42.495927	268	0.328358	0.231000	0.233877	
363	0.292011	337	0.053412	37	0.378378	263	0.338403	12.589204	181	0.259669	1.492449	182	0.324176	42.495927	263	0.338403	0.227000	0.233844	
351	0.290598	314	0.047771	30	0.533333	305	0.222951	12.589204	178	0.230337	1.492449	173	0.352601	42.495927	305	0.222951	0.201000	0.233685	
342	0.242690	329	0.054711	23	0.565217	306	0.179739	12.589204	165	0.212121	1.492449	177	0.271186	42.495927	306	0.179739	0.169000	0.233374	
336	0.238095	340	0.088235	32	0.625000	292	0.479452	12.589204	172	0.255814	1.492449	164	0.219512	22.479142	292	0.479452	0.270000	0.233549	
346	0.251445	332	0.078313	29	0.620690	293	0.269625	12.589204	168	0.261905	1.492449	178	0.241573	40.935248	293	0.269625	0.210000	0.233437	
328	0.286585	369	0.062331	36	0.500000	267	0.307116	12.589204	172	0.273256	1.492449	156	0.301282	40.935248	267	0.307116	0.217000	0.233359	
320	0.243750	363	0.057851	42	0.595238	275	0.250909	12.589204	165	0.212121	1.492449	155	0.277419	40.935248	275	0.250909	0.193000	0.233169	
329	0.306991	339	0.050147	38	0.710526	294	0.292517	12.589204	162	0.308642	1.492449	167	0.305389	40.935248	294	0.292517	0.231000	0.233159	
330	0.275758	364	0.046703	28	0.392857	278	0.262590	12.589204	160	0.293750	1.492449	170	0.258824	40.935248	278	0.262590	0.192000	0.232966	
303	0.247525	362	0.082873	27	0.370370	308	0.285714	12.589204	162	0.203704	1.492449	141	0.297872	40.935248	308	0.285714	0.203000	0.232827	
361	0.279778	341	0.099707	29	0.413793	269	0.356877	12.589204	162	0.290123	1.492449	199	0.271357	40.935248	269	0.356877	0.243000	0.232874	
351	0.282051	332	0.057229	33	0.484848	284	0.271127	12.589204	191	0.272251	1.492449	160	0.293750	40.935248	284	0.271127	0.211000	0.232773	
323	0.328173	352	0.093750	35	0.371429	290	0.279310	12.589204	175	0.342857	1.492449	148	0.310811	40.935248	290	0.279310	0.233000	0.232774	
360	0.269444	317	0.094637	43	0.581395	280	0.275000	12.589204	175	0.262857	1.492449	185	0.275676	40.935248	280	0.275000	0.229000	0.232757	
364	0.288462	343	0.072886	32	0.593750	261	0.272031	12.589204	185	0.264865	1.492449	179	0.312849	40.935248	261	0.272031	0.220000	0.232699	
355	0.321127	334	0.062874	40	0.575000	271	0.328413	12.589204	189	0.291005	1.492449	166	0.355422	40.935248	271	0.328413	0.247000	0.232764	
347	0.374640	345	0.086957	27	0.666667	281	0.341637	12.589204	169	0.372781	1.492449	178	0.376404	40.935248	281	0.341637	0.274000	0.232949	
355	0.284507	339	0.067847	38	0.631579	268	0.272388	12.589204	192	0.239583	1.492449	163	0.337423	40.935248	268	0.272388	0.221000	0.232896	
364	0.255495	321	0.099688	33	0.727273	282	0.308511	12.589204	171	0.228070	1.492449	193	0.279793	40.935248	282	0.308511	0.236000	0.232910	
337	0.267062	341	0.073314	37	0.486486	285	0.333333	12.589204	153	0.215686	1.492449	184	0.309783	40.935248	285	0.333333	0.228000	0.232888	
332	0.222892	318	0.050314	37	0.567568	313	0.281150	12.589204	165	0.187879	1.492449	167	0.257485	40.935248	313	0.281150	0.199000	0.232738	
338	0.369822	362	0.096685	38	0.684211	262	0.274809	6.374921	171	0.461988	1.492449	167	0.275449	40.935248	262	0.274809	0.258000	0.232849	
325	0.421538	348	0.057471	32	0.687500	295	0.294915	6.634177	169	0.550296	1.492449	156	0.282051	40.935248	295	0.294915	0.266000	0.232995	
342	0.365497	347	0.034582	28	0.535714	283	0.310954	9.782069	150	0.373333	1.492449	192	0.359375	40.935248	283	0.310954	0.240000	0.233025	
363	0.358127	337	0.035608	32	0.656250	268	0.358209	9.782069	180	0.333333	1.492449	183	0.382514	40.935248	268	0.358209	0.259000	0.233138	
329	0.334347	342	0.076023	21	0.380952	308	0.314935	9.782069	141	0.347518	1.492449	188	0.324468	40.935248	308	0.314935	0.241000	0.233172	
321	0.358255	377	0.047745	39	0.564103	263	0.285171	9.782069	154	0.363636	1.492449	167	0.353293	40.935248	263	0.285171	0.230000	0.233158	
306	0.284314	368	0.054348	36	0.444444	290	0.324138	9.782069	155	0.309677	1.492449	151	0.258278	40.935248	290	0.324138	0.217000	0.233089	
337	0.332344	356	0.058989	36	0.527778	271	0.309963	9.782069	183	0.393443	1.492449	154	0.259740	40.935248	271	0.309963	0.236000	0.233102	
344	0.302326	339	0.091445	37	0.729730	280	0.335714	9.782069	168	0.339286	1.492449	176	0.267045	40.935248	280	0.335714	0.256000	0.233199	
337	0.335312	333	0.096096	28	0.571429	302	0.301325	9.782069	168	0.375000	1.492449	169	0.295858	40.935248	302	0.301325	0.252000	0.233279	
352	0.298295	355	0.078873	36	0.555556	257	0.241245	9.782069	153	0.307190	1.492449	199	0.291457	40.935248	257	0.241245	0.215000	0.233202	
369	0.314363	338	0.053254	33	0.696970	260	0.361538	9.782069	163	0.331288	1.492449	206	0.300971	40.935248	260	0.361538	0.251000	0.233276	
333	0.306306	345	0.052174	42	0.547619	280	0.225000	9.782069	156	0.301282	1.492449	177	0.310734	40.935248	280	0.225000	0.206000	0.233162	
346	0.309249	354	0.062147	35	0.371429	265	0.313208	9.782069	170	0.305882	1.492449	176	0.312500	40.935248	265	0.313208	0.225000	0.233128	
343	0.338192	340	0.050000	46	0.586957	271	0.302583	9.782069	176	0.380682	1.492449	167	0.293413	40.935248	271	0.302583	0.242000	0.233165	
344	0.308140	347	0.054755	42	0.595238	267	0.355805	9.782069	171	0.350877	1.492449	173	0.265896	40.935248	267	0.355805	0.245000	0.233214	
327	0.324159	352	0.068182	38	0.552632	283	0.335689	9.782069	172	0.383721	1.492449	155	0.258065	40.935248	283	0.335689	0.246000	0.233267	
360	0.333333	332	0.072289	30	0.700000	278	0.276978	9.782069	177	0.327684	1.492449	183	0.338798	40.935248	278	0.276978	0.242000	0.233302	
346	0.343931	340	0.064706	31	0.580645	283	0.279152	9.782069	174	0.402299	1.492449	172	0.284884	40.935248	283	0.279152	0.238000	0.233321	
366	0.341530	328	0.054878	33	0.545455	273	0.278388	12.084881	185	0.345946	1.492449	181	0.337017	40.935248	273	0.278388	0.237000	0.233336	
357	0.305322	362	0.069061	33	0.303030	248	0.302419	12.084881	188	0.297872	1.492449	169	0.313609	40.935248	248	0.302419	0.219000	0.233278	
338	0.378698	366	0.057377	33	0.151515	263	0.338403	12.084881	178	0.387640	1.492449	160	0.368750	40.935248	263	0.338403	0.243000	0.233318	
333	0.276276	342	0.043860	33	0.515152	292	0.270548	12.084881	162	0.246914	1.492449	171	0.304094	40.935248	292	0.270548	0.203000	0.233196	
374	0.264706	345	0.084058	35	0.485714	246	0.284553	12.084881	200	0.245000	1.492449	174	0.287356	40.935248	246	0.284553	0.215000	0.233123	
343	0.262391	334	0.086826	45	0.533333	278	0.320144	12.084881	170	0.276471	1.492449	173	0.248555	40.935248	278	0.320144	0.232000	0.233119	
321	0.255452	349	0.074499	30	0.433333	300	0.336667	12.084881	170	0.241176	1.492449	151	0.271523	40.935248	300	0.336667	0.222000	0.233074	
340	0.229412	358	0.086592	32	0.500000	270	0.322222	12.084881	192	0.286458	1.492449	148	0.155405	40.935248	270	0.322222	0.212000	0.232991	
317	0.261830	370	0.089189	28	0.535714	285	0.259649	12.084881	147	0.238095	1.437319	170	0.282353	40.935248	285	0.259649	0.205000	0.232881	
344	0.299419	380	0.036842	27	0.666667	249	0.341365	12.084881	163	0.294479	1.437319	181	0.303867	40.935248	249	0.341365	0.220000	0.232830	
351	0.333333	357	0.064426	34	0.676471	258	0.310078	12.084881	187	0.320856	1.437319	164	0.347561	40.935248	258	0.310078	0.243000	0.232870	
344	0.311047	331	0.072508	33	0.393939	292	0.263699	12.084881	177	0.316384	1.437319	167	0.305389	40.935248	292	0.263699	0.221000	0.232824	
317	0.309148	346	0.046243	41	0.268293	296	0.300676	12.084881	166	0.295181	1.437319	151	0.324503	40.935248	296	0.300676	0.214000	0.232751	
349	0.318052	329	0.036474	39	0.333333	283	0.346290	12.084881	176	0.272727	1.437319	173	0.364162	40.935248	283	0.346290	0.234000	0.232756	
352	0.232955	330	0.042424	43	0.488372	275	0.323636	12.084881	177	0.248588	1.437319	175	0.217143	40.935248	275	0.323636	0.206000	0.232653	
347	0.273775	331	0.024169	35	0.514286	287	0.355401	12.084881	179	0.262570	1.437319	168	0.285714	40.935248	287	0.355401	0.223000	0.232616	
353	0.322946	347	0.051873	34	0.500000	266	0.206767	12.084881	183	0.289617	1.437319	170	0.358824	40.935248	266	0.206767	0.204000	0.232507	
357	0.302521	341	0.064516	29	0.620690	273	0.271062	12.084881	191	0.324607	1.437319	166	0.277108	40.935248	273	0.271062	0.222000	0.232467	
346	0.352601	342	0.067251	35	0.457143	277	0.288809	12.084881	177	0.316384	1.437319	169	0.390533	40.935248	277	0.288809	0.241000	0.232499	
324	0.225309	352	0.062500	40	0.725000	284	0.302817	12.084881	144	0.229167	1.437319	180	0.222222	40.935248	284	0.302817	0.210000	0.232414	
323	0.266254	362	0.080110	31	0.645161	284	0.260563	12.084881	148	0.297297	1.437319	175	0.240000	40.935248	284	0.260563	0.209000	0.232326	
326	0.266871	376	0.050532	33	0.787879	265	0.301887	12.084881	151	0.291391	1.437319	175	0.245714	40.935248	265	0.301887	0.212000	0.232250	
364	0.299451	315	0.069841	31	0.709677	290	0.306897	12.084881	195	0.297436	1.437319	169	0.301775	40.935248	290	0.306897	0.242000	0.232286	
327	0.363914	351	0.034188	37	0.486486	285	0.224561	12.084881	170	0.347059	1.437319	157	0.382166	40.935248	285	0.224561	0.213000	0.232215	
347	0.276657	348	0.071839	32	0.343750	273	0.344322	12.084881	177	0.237288	1.437319	170	0.317647	40.935248	273	0.344322	0.226000	0.232192	
370	0.318919	358	0.089385	43	0.558140	229	0.375546	12.084881	175	0.360000	1.437319	195	0.282051	40.935248	229	0.375546	0.260000	0.232294	
343	0.172012	311	0.048232	45	0.644444	301	0.279070	12.084881	171	0.181287	1.437319	172	0.162791	40.935248	301	0.279070	0.187000	0.232128	
307	0.420195	400	0.060000	32	0.625000	261	0.279693	6.183500	152	0.447368	1.299812	155	0.393548	40.935248	261	0.279693	0.246000	0.232179	
335	0.385075	351	0.048433	34	0.588235	280	0.357143	9.350791	153	0.379085	1.299812	182	0.390110	40.935248	280	0.357143	0.266000	0.232302	
331	0.356495	352	0.039773	24	0.625000	293	0.296928	9.350791	144	0.347222	1.299812	187	0.363636	40.935248	293	0.296928	0.234000	0.232308	
331	0.359517	372	0.067204	34	0.588235	263	0.311787	9.350791	160	0.362500	1.299812	171	0.356725	40.935248	263	0.311787	0.246000	0.232358	
337	0.370920	333	0.048048	49	0.489796	281	0.202847	9.350791	179	0.385475	1.299812	158	0.354430	40.935248	281	0.202847	0.222000	0.232320	
356	0.317416	335	0.059701	40	0.500000	269	0.282528	9.350791	176	0.312500	1.299812	180	0.322222	40.935248	269	0.282528	0.229000	0.232309	
349	0.300860	344	0.061047	38	0.578947	269	0.271375	9.350791	174	0.310345	1.299812	175	0.291429	40.935248	269	0.271375	0.221000	0.232268	
361	0.362881	308	0.042208	35	0.771429	296	0.293919	9.350791	180	0.400000	1.299812	181	0.325967	40.935248	296	0.293919	0.258000	0.232360	
341	0.346041	349	0.063037	29	0.586207	281	0.281139	9.350791	171	0.350877	1.299812	170	0.341176	40.935248	281	0.281139	0.236000	0.232373	
333	0.369369	350	0.054286	36	0.611111	281	0.231317	9.350791	162	0.395062	1.299812	171	0.345029	40.935248	281	0.231317	0.229000	0.232361	
340	0.332353	349	0.060172	32	0.312500	279	0.351254	9.350791	160	0.368750	1.299812	180	0.300000	40.935248	279	0.351254	0.242000	0.232395	
335	0.316418	346	0.037572	38	0.526316	281	0.298932	9.350791	174	0.304598	1.299812	161	0.329193	40.935248	281	0.298932	0.223000	0.232362	
349	0.340974	330	0.042424	30	0.600000	291	0.316151	9.350791	167	0.395210	1.299812	182	0.291209	40.935248	291	0.316151	0.243000	0.232399	
333	0.339339	362	0.035912	31	0.451613	274	0.321168	9.350791	168	0.357143	1.299812	165	0.321212	40.935248	274	0.321168	0.228000	0.232384	
324	0.336420	356	0.084270	32	0.562500	288	0.253472	9.350791	169	0.313609	1.299812	155	0.361290	40.935248	288	0.253472	0.230000	0.232375	
344	0.377907	352	0.071023	30	0.766667	274	0.277372	9.350791	174	0.425287	1.299812	170	0.329412	40.935248	274	0.277372	0.254000	0.232451	
339	0.271386	367	0.073569	44	0.613636	250	0.292000	17.130852	181	0.204420	1.299812	158	0.348101	40.935248	250	0.292000	0.219000	0.232404	
380	0.276316	334	0.083832	36	0.500000	250	0.224000	17.130852	198	0.242424	1.299812	182	0.313187	40.935248	250	0.224000	0.207000	0.232316	
366	0.300546	347	0.072046	33	0.606061	254	0.291339	17.130852	186	0.236559	1.299812	180	0.366667	40.935248	254	0.291339	0.229000	0.232305	
357	0.246499	357	0.067227	37	0.567568	249	0.204819	17.130852	180	0.194444	1.299812	177	0.299435	40.935248	249	0.204819	0.184000	0.232140	
378	0.343915	327	0.055046	35	0.342857	260	0.300000	12.364832	188	0.324468	1.299812	190	0.363158	40.935248	260	0.300000	0.238000	0.232160	
343	0.306122	342	0.046784	52	0.653846	263	0.353612	12.364832	175	0.234286	1.299812	168	0.380952	40.935248	263	0.353612	0.248000	0.232213	
343	0.349854	345	0.052174	28	0.607143	284	0.221831	12.364832	153	0.320261	1.299812	190	0.373684	40.935248	284	0.221831	0.218000	0.232165	
326	0.282209	350	0.062857	36	0.666667	288	0.260417	12.364832	167	0.263473	1.299812	159	0.301887	40.935248	288	0.260417	0.213000	0.232101	
371	0.296496	299	0.070234	36	0.527778	294	0.251701	12.364832	196	0.265306	1.299812	175	0.331429	40.935248	294	0.251701	0.224000	0.232073	
346	0.257225	325	0.086154	32	0.593750	297	0.265993	12.364832	181	0.254144	1.299812	165	0.260606	40.935248	297	0.265993	0.215000	0.232016	
354	0.274011	330	0.033333	35	0.628571	281	0.313167	12.364832	172	0.261628	1.299812	182	0.285714	40.935248	281	0.313167	0.218000	0.231969	
338	0.304734	334	0.065868	38	0.500000	290	0.282759	12.364832	179	0.296089	1.299812	159	0.314465	40.935248	290	0.282759	0.226000	0.231949	
320	0.256250	385	0.070130	32	0.375000	263	0.247148	12.364832	162	0.222222	1.299812	158	0.291139	40.935248	263	0.247148	0.186000	0.231797	
360	0.350000	341	0.070381	31	0.580645	268	0.279851	12.364832	159	0.358491	1.299812	201	0.343284	40.935248	268	0.279851	0.243000	0.231834	
344	0.348837	348	0.080460	45	0.488889	263	0.304183	12.364832	176	0.301136	1.299812	168	0.398810	40.935248	263	0.304183	0.250000	0.231894	
337	0.332344	322	0.043478	44	0.681818	297	0.235690	12.364832	164	0.274390	1.299812	173	0.387283	40.935248	297	0.235690	0.226000	0.231874	
316	0.272152	361	0.058172	34	0.647059	289	0.328720	12.364832	150	0.246667	1.299812	166	0.295181	40.935248	289	0.328720	0.224000	0.231848	
359	0.239554	334	0.059880	29	0.482759	278	0.266187	12.364832	177	0.175141	1.299812	182	0.302198	40.935248	278	0.266187	0.194000	0.231725	
340	0.376471	332	0.045181	35	0.600000	293	0.348123	10.298860	165	0.333333	1.299812	175	0.417143	40.935248	293	0.348123	0.266000	0.231836	
342	0.359649	339	0.038348	29	0.241379	290	0.355172	10.298860	171	0.321637	1.320522	171	0.397661	40.935248	290	0.355172	0.246000	0.231882	
335	0.310448	366	0.060109	34	0.176471	265	0.298113	10.298860	169	0.307692	1.320522	166	0.313253	40.935248	265	0.298113	0.211000	0.231815	
331	0.259819	335	0.071642	45	0.622222	289	0.314879	10.298860	174	0.270115	1.320522	157	0.248408	40.935248	289	0.314879	0.229000	0.231806	
318	0.292453	333	0.066066	42	0.714286	307	0.325733	10.298860	158	0.310127	1.320522	160	0.275000	40.935248	307	0.325733	0.245000	0.231848	
301	0.265781	370	0.097297	40	0.425000	289	0.352941	10.298860	146	0.315068	1.320522	155	0.219355	40.935248	289	0.352941	0.235000	0.231858	
355	0.394366	350	0.065714	33	0.636364	262	0.232824	10.298860	159	0.377358	1.320522	196	0.408163	40.935248	262	0.232824	0.245000	0.231900	
342	0.254386	336	0.059524	40	0.325000	282	0.297872	10.298860	167	0.251497	1.731691	175	0.257143	40.935248	282	0.297872	0.204000	0.231811	
381	0.301837	329	0.054711	38	0.578947	252	0.277778	10.298860	205	0.331707	1.731691	176	0.267045	40.935248	252	0.277778	0.225000	0.231790	
321	0.314642	375	0.050667	37	0.513514	267	0.243446	10.298860	172	0.372093	1.731691	149	0.248322	40.935248	267	0.243446	0.204000	0.231702	
363	0.258953	332	0.045181	26	0.538462	279	0.290323	10.298860	174	0.310345	1.731691	189	0.211640	40.935248	279	0.290323	0.204000	0.231614	
362	0.254144	364	0.065934	27	0.592593	247	0.295547	10.298860	190	0.284211	1.731691	172	0.220930	40.935248	247	0.295547	0.205000	0.231531	
331	0.317221	349	0.065903	41	0.560976	279	0.340502	10.298860	172	0.343023	1.731691	159	0.289308	40.935248	279	0.340502	0.246000	0.231576	
349	0.309456	333	0.048048	44	0.500000	274	0.354015	10.298860	183	0.349727	1.731691	166	0.265060	40.935248	274	0.354015	0.243000	0.231612	
361	0.343490	332	0.066265	34	0.529412	273	0.333333	10.298860	177	0.401130	1.731691	184	0.288043	40.935248	273	0.333333	0.255000	0.231685	
337	0.314540	343	0.078717	32	0.468750	288	0.281250	11.754607	153	0.372549	1.731691	184	0.266304	40.935248	288	0.281250	0.229000	0.231676	
364	0.247253	341	0.041056	31	0.580645	264	0.291667	11.754607	185	0.243243	1.731691	179	0.251397	40.935248	264	0.291667	0.199000	0.231575	
354	0.262712	339	0.041298	34	0.529412	273	0.344322	11.754607	176	0.238636	1.731691	178	0.286517	40.935248	273	0.344322	0.219000	0.231536	
349	0.286533	313	0.086262	40	0.550000	298	0.261745	11.754607	188	0.287234	1.731691	161	0.285714	40.935248	298	0.261745	0.227000	0.231522	
354	0.265537	346	0.046243	27	0.703704	273	0.336996	11.754607	167	0.221557	1.731691	187	0.304813	40.935248	273	0.336996	0.221000	0.231490	
324	0.280864	373	0.064343	37	0.540541	266	0.248120	11.754607	173	0.323699	1.731691	151	0.231788	40.935248	266	0.248120	0.201000	0.231397	
332	0.265060	385	0.057143	31	0.516129	252	0.293651	11.754607	163	0.282209	1.731691	169	0.248521	40.935248	252	0.293651	0.200000	0.231301	
315	0.298413	351	0.059829	35	0.657143	299	0.244147	11.754607	157	0.343949	1.731691	158	0.253165	40.935248	299	0.244147	0.211000	0.231239	
348	0.295977	342	0.058480	31	0.677419	279	0.268817	11.754607	167	0.299401	1.731691	181	0.292818	40.935248	279	0.268817	0.219000	0.231202	
315	0.263492	362	0.085635	35	0.600000	288	0.361111	11.754607	161	0.267081	1.731691	154	0.259740	40.935248	288	0.361111	0.239000	0.231226	
353	0.288952	338	0.041420	28	0.464286	281	0.338078	11.754607	192	0.322917	1.731691	161	0.248447	40.935248	281	0.338078	0.224000	0.231204	
328	0.259146	356	0.056180	27	0.629630	289	0.318339	11.754607	162	0.240741	1.731691	166	0.277108	40.935248	289	0.318339	0.214000	0.231152	
345	0.266667	341	0.049853	28	0.750000	286	0.293706	11.754607	159	0.270440	1.731691	186	0.263441	40.935248	286	0.293706	0.214000	0.231101	
339	0.292035	343	0.037901	36	0.583333	282	0.255319	11.754607	169	0.218935	1.731691	170	0.364706	40.935248	282	0.255319	0.205000	0.231023	
352	0.306818	351	0.062678	45	0.488889	252	0.238095	11.754607	164	0.353659	1.731691	188	0.265957	40.935248	252	0.238095	0.212000	0.230967	
339	0.262537	355	0.078873	34	0.558824	272	0.268382	11.754607	163	0.300613	1.731691	176	0.227273	40.935248	272	0.268382	0.209000	0.230901	
385	0.283117	319	0.050157	24	0.583333	272	0.301471	11.754607	183	0.262295	1.731691	202	0.301980	40.935248	272	0.301471	0.221000	0.230872	
365	0.263014	322	0.068323	36	0.416667	277	0.317690	11.754607	180	0.277778	1.731691	185	0.248649	40.935248	277	0.317690	0.221000	0.230843	
324	0.200617	346	0.078035	33	0.515152	297	0.306397	11.754607	169	0.213018	1.731691	155	0.187097	40.935248	297	0.306397	0.200000	0.230752	
326	0.319018	351	0.065527	33	0.484848	290	0.341379	11.754607	177	0.254237	0.960543	149	0.395973	40.935248	290	0.341379	0.242000	0.230785	
353	0.334278	338	0.079882	31	0.677419	278	0.230216	11.754607	178	0.224719	0.960543	175	0.445714	40.935248	278	0.230216	0.230000	0.230783	
332	0.376506	374	0.056150	34	0.500000	260	0.338462	11.754607	176	0.329545	1.278438	156	0.429487	40.935248	260	0.338462	0.251000	0.230842	
354	0.290960	338	0.056213	32	0.531250	276	0.286232	11.754607	171	0.292398	1.558626	183	0.289617	40.935248	276	0.286232	0.218000	0.230805	
332	0.256024	338	0.062130	39	0.358974	291	0.288660	11.754607	164	0.274390	1.558626	168	0.238095	40.935248	291	0.288660	0.204000	0.230727	
351	0.236467	344	0.034884	38	0.342105	267	0.307116	11.754607	187	0.240642	1.558626	164	0.231707	40.935248	267	0.307116	0.190000	0.230609	
353	0.260623	350	0.062857	36	0.416667	261	0.383142	11.754607	169	0.224852	1.558626	184	0.293478	40.935248	261	0.383142	0.229000	0.230605	
366	0.262295	333	0.063063	33	0.545455	268	0.294776	11.754607	188	0.265957	1.558626	178	0.258427	40.935248	268	0.294776	0.214000	0.230557	
337	0.231454	376	0.106383	36	0.583333	251	0.346614	11.754607	173	0.254335	1.558626	164	0.207317	40.935248	251	0.346614	0.226000	0.230544	
356	0.294944	339	0.061947	37	0.540541	268	0.365672	11.754607	178	0.280899	1.558626	178	0.308989	40.935248	268	0.365672	0.244000	0.230582	
385	0.285714	318	0.072327	29	0.620690	268	0.313433	11.754607	187	0.310160	1.558626	198	0.262626	40.935248	268	0.313433	0.235000	0.230595	
342	0.283626	378	0.066138	24	0.458333	256	0.285156	11.754607	162	0.302469	1.558626	180	0.266667	40.935248	256	0.285156	0.206000	0.230525	
367	0.288828	332	0.096386	32	0.531250	269	0.312268	11.754607	197	0.294416	1.558626	170	0.282353	40.935248	269	0.312268	0.239000	0.230549	
343	0.314869	343	0.064140	42	0.523810	272	0.261029	11.754607	187	0.304813	1.558626	156	0.326923	40.935248	272	0.261029	0.223000	0.230528	
343	0.271137	341	0.067449	31	0.419355	285	0.224561	11.754607	185	0.275676	1.558626	158	0.265823	40.935248	285	0.224561	0.193000	0.230422	
